norm_title,description,sentiment_score,violence_flag,genres,audience_group
under the boardwalk the monopoly story,"""Under the Boardwalk"" looks into how the classic board game of Monopoly has become a worldwide cultural phenomenon, people who collect anything and everything Monopoly, and follows the colorful players who come together to compete for the coveted title of Monopoly World Champion.",0.5994,0,"('documentary',)",
uncle,"The series picks up a year later, and Andy is no longer gigging or writing songs, having resigned himself to work at Carpet Brothers. He's boozing and drugging heavily. Because of the restraining order, he meets Errol in secret and the only contact they have is eating junk and playing video games in his depressing flat.",-0.6124,0,"('comedy',)",
uncabaret,"UnCabaret pushes comedy to the edge! The Hollywood Reporter calls the legendary show that launched the alternative comedy movement ""A radical comedic conspiracy...outrageously funny!"" Each show features established stand-up performers, special musical guests and some of the brightest new talent from shows like SNL, Chelsea Lately and Curb Your Enthusiasm. Episodes are taped at the weekly live showin a swanky little club in Downtown Los Angeles. At UnCabaret the acts keep it real, telling the awesome truth.",0.9819,0,"('comedy',)",
ultimate fight,"When martial arts champion Pinoy travels to America, his fighting skills are put to the test when he is forced into sudden street combat against fierce members of the Crazy Dragons gang. Pinoy saves the life of Jesse. Their friendship is put to the test when the two must protect what they cherish the most and summon all their martial arts strength for an action packed ultimate fight to the death.",-0.1531,1,"('action', 'drama')",
ufo hunters,A team of experts travels to the sites of reported UFO encounters to conduct in-depth investigations regarding the incidents.,0.0,0,"('documentary',)",
two weeks to live,"Abner believes he only has two weeks to live and takes on dangerous jobs, including piloting a rocket ship to Mars. Coupled with this is a bomb in a violin case, the foiling of a Nazi spy plot, and a haunted house. Breakneck pace with sight gags galore.",-0.8555,0,"('action', 'comedy')",
twenty bucks,"This multi-character comedy follows the path of a single twenty dollar bill in a city neighborhood,focusing on various holders and their intertwining stories, including two convenience store robbers, an estranged father and daughter and a young newlywed couple. Featuring performances by Elisabeth Shue, Christopher Lloyd, Linda Hunt and Spalding Gray.",0.3612,0,"('comedy', 'drama')",
turquoise fever,"Turquoise Fever follows the Otteson family of Tonopah, Nevada, as they mine for turquoise in the unforgiving Great Basin Desert. They risk blistering heat, dangerous explosions, and treacherous slopes in their quest to unearth the elusive blue stone.",-0.0258,1,"('action', 'drama')",
tuff turf,"Morgan Hiller (James Spader), recently transplanted from an East Coast prep school where he was a known troublemaker, hopes to make a fresh start at his new school in Los Angeles.",0.2732,0,"('action', 'comedy', 'drama')",
true colors,"While Tim dreamed of working in the Justice Department, Peter aspired to be a high-powered political player - at any cost.",0.5267,0,"('drama',)",
tropic thunder,"Ben Stiller, Jack Black and Robert Downey Jr. lead an ensemble cast in 'Tropic Thunder,' an action comedy about a group of self-absorbed actors who set out to make the most expensive war film.",-0.3976,1,"('action', 'comedy')",
trois 3 the escort,"When a hip-hop promoter is bailed out of a hefty debt by a club owner, he becomes one of her call boys and nearly loses his life in the process.",-0.5859,0,"('drama',)",
transit,The camping trip was meant to reunite the Sidwell family...it's not. When they are hunted and terrorized by violent bank robbers their very survival will depend on working together.,-0.8402,1,"('action', 'drama')",
trading paint,"A down and out stock car racing legend (John Travolta) is drawn back to the dirt track when his son (Toby Sebastian), an aspiring driver, joins a rival racing team, which sparks an intense and dangerous competition between father and son.",-0.6369,0,"('action',)",
top gears top 41,"Jeremy Clarkson, Richard Hammond, James May and occasionally The Stig, have created some of the most memorable moments on TV in the past 10 years. Top Gear's Top 41 will take you on a journey through their favorite moments from the past 19 seasons, including the very best of the races, the challenges, the road-trips, and the often slightly ridiculous stunts.",0.8803,0,"('documentary',)",
top gear the perfect road trip italy,"Once again, Clarkson and Hammond are seeking joy and perfection with a range of fast, beautiful and exciting cars unleashed on glorious roads amongst gorgeous scenery and drenched in Mediterranean sunshine. As part of their arduous research into perfection, the duo will also undertake some ridiculous challenges and hilarious stunts culminating in a car race on the island of Capri.",0.9851,0,"('documentary',)",
top gear ambitious but rubbish,"This compilation show presented by Richard Hammond takes a look back at Top Gear's most famous creations from the past 21 seasons. Relive many of the greatest and boldest endeavors in all their splendor, including the Train-Cars, James' Caravan Airship, the Hammerhead Eagle-i Thrust and the Hovervan.",0.938,0,"('documentary',)",
tomorrow when the war began,Tomorrow When the War Began is a new film about seven college bound friends who return from a weekend camping trip to discover that a foreign army has invaded their Australian homeland.,-0.2023,1,"('action',)",
tom sawyer huckleberry finn,"Tom Sawyer and his pal Huckleberry Finn have great adventures on the Mississippi River, pretending to be pirates, attending their own funeral and witnessing a murder.",-0.0772,1,"('action', 'drama')",
to catch a thief,Stars Cary Grant as a former thief suspected of a new series of crimes and Grace Kelly as the woman who romances him.,0.3182,1,"('drama',)",
till human voices wake us,"Dr. Sam Franks, is travelling home to bury his father in the Australian town where he was raised. It is a journey that forces him to confront the memories of a long-ago summer/",-0.1779,0,"('drama',)",
ticker,"When a mad bomber (Dennis Hopper) descends on San Francisco, it's up to two men to uncover his plot and find the massive bomb hidden somewhere in the city.",-0.7506,0,"('action',)",
tick tock,A wealthy man becomes suspicious of his younger wife and hires a private detective in time to thwart her plans to have him killed.,-0.6705,1,"('action', 'drama')",
thunder alley,"Richie, a farm boy, achieves his dream of becoming a rock star as the lead vocalist and guitarist for an up-and-coming rock group. However, Richie and the band are constantly tempted by this exciting lifestyle of easy sex and dangerous drugs.",0.6757,0,"('drama',)",
threesome,"What happens when three friends have a threesome and one of them gets pregnant? Now there's a baby on board, irrepressible couple Alice, Mitch and their gay best friend Richie have put their hedonistic lifestyle on hold and are attempting to take their new responsibilities completely seriously. One thing's for sure, they all adore baby Lily. The rest they're still working on.",0.9372,0,"('comedy',)",
thomasine and bushrod,"Set in New Mexico during the years 1912-1915, a fictional black ""Bonnie and Clyde""-type race through the Southwest in their ancient jalopies, shooting lawmen and sharing the riches with poor blacks, whites, and Native Americans alike. One avenging sheriff, determined to bring the pair in, pursues them relentlessly.",0.6705,1,"('action', 'romance')",
think like a dog,"After a 12-year-old tech prodigy's science experiment goes awry, he forges a telepathic connection with his best friend and dog, Henry, in this whimsical family comedy.",0.8827,0,"('comedy',)",
things we lost in the fire,"A recent widow invites her husband's troubled best friend to live with her and her two children. As he gradually turns his life around, he helps the family cope and confront their loss.",0.6124,0,"('drama',)",
yellow birds,"Alden Ehrenreich, Tye Sheridan and Jennifer Aniston star in this explosive wartime story about the bonds of friendship and the hard truth of the battlefield.",0.296,1,"('drama',)",
work and the glory,"Recently moved to upstate New York from the comfort of their Vermont homestead, the Benjamin Steed family makes their way into the established social structure of Palmyra. In their attempt to settle peacefully into the new community they find the help that they have hired to clear their land is at the center of a religious controversy - a controversy that threatens to tear the family apart.",0.8225,0,"('drama', 'romance')",
winslow boy,"When a young boy claims he was expelled for something he didn't do, his father sacrifices everything to defend his family's honor. Based on Terence Rattigan's celebrated play, adapted and directed byDavid Mamet.",0.8074,0,"('drama', 'romance')",
wicker man,"When a young girl mysteriously disappears, police sergeant Howie travels to a remote Scottish island to investigate. But this pastoral community, led by the strange Lord Summerisle, is not at all what it seems.",-0.4404,0,"('horror',)",
wedding year,A commitment-phobic 27-year old's relationship is put to the test when she and her boyfriend attend 7 weddings in the same year.,0.0,0,"('comedy',)",
vast of night,"In the twilight of the 1950s, on one fateful night in New Mexico, a young switchboard operator Fay (Sierra McCormick) and charismatic radio DJ Everett (Jake Horowitz) discover a strange audio frequency that could change their small town and the future forever.",-0.2023,0,"('drama', 'sci-fi')",
underground railroad,"Coming soon to Prime Video: May 14. The Underground Railroad follows Cora, a young enslaved woman who embarks on a heart-wrenching, history bending journey to freedom, while being pursued by a dangerous slave catcher, Ridgeway. On her strenuous journey of growth and perseverance, Cora encounters a mysterious subterranean railroad, and the timeless truths about what it means to be Black in America.",0.5859,0,"('drama',)",
ultimate legacy,A self-absorbed young man is challenged to grow a conscience and change his ways in order to receive an inheritance from his grandmother.,-0.1027,0,"('drama',)",
true adventures of wolfboy,"A coming of age journey about a boy with an illness that causes hair growth over the entirety of his face and body. After a disastrous carnival experience, he goes in search of his mother who abandoned him at birth. In the wilds of New Jersey he finds fast friends, but is pursued by an enigmatic carnival owner, and a police officer enlisted by his father.",-0.3506,0,"('action', 'drama')",
tesla files,"In ""The Tesla Files,"" a new investigation driven by declassified CIA documents suggests a secret history of bitter rivalries, government conspiracies, Cold War and WW2 spycraft.",-0.7717,1,"('documentary',)",
swap,Early DeNiro film casts him as a New York film editor working on a documentary about Nixon and spending a weekend with rich friends Warren and Mickey. Crawford enters their lives and proceeds to disrupt everyone,0.7717,1,"('drama',)",
stoned age,Joe and Hubbs are a pair of rockers who are on a quest for 'chicks'. This is the tale of their adventures over one night.,0.34,0,"('comedy',)",
spirit of christmas,"12 days before Christmas, Kate is trying to close the sale of a historic inn, only to find Daniel, the ghost of a man who died a century ago, and he needs her help to unravel the mystery of his annual holiday haunting.",-0.3818,0,"('comedy', 'drama', 'romance')",
souvenir,"In this exquisite story of first love, a young woman falls into an intense, emotionally fraught relationship with a charismatic but untrustworthy man.",0.4118,0,"('drama', 'romance')",
snow queen,"A heart-warming story of friendship and the triumph of love over evil. When Gerda and her mother take in penniless street urchin Kay, powerful forces come into play that will take both children on a magical journey and test their friendship to the extreme.",0.9169,1,"('action',)",
secret of roan inish,Young Fiona lives with her grandparents in a small fishing village where she takes an active role to unravel the mysterious secrets.,0.4019,0,"('drama',)",
royle family,"A documentary in which Shaun Ryder, Jimmy McGovern, Paul Abott and Paul Heaton pay tribute to Craig Cash and Caroline Aherne's sitcom. With celebrity guests JK Rowling, Peter Kay, Johnny Vegas, Noel Gallagher and Richard and Judy, who recollect some of their favorite moments from past episodes.",0.6408,0,"('comedy',)",
romantics,"Oscar winner Anna Paquin and Katie Holmes lead an all-star cast in The Romantics: a generational ""dramedy"" about friendship, rivalry and loyalty.",0.9201,0,"('comedy', 'drama')",
road to fame,"A unique coming-of-age story with Chinese characteristics, The Road to Fame chronicles the staging of the American musical Fame – China's first official collaboration with Broadway – by the senior class of the Central Academy of Drama. Raised in one-child families, these ambitious youngsters aspire to become tomorrow's megastars as they are about to graduate from their prestigious institution.",0.836,0,"('documentary',)",
real macaw,"An ancient talking macaw named Mac becomes the saving grace for an elderly man threatened with a nursing home, when it is discovered that the talking bird knows the whereabouts of a buried treasure from its days with a pirate. His grandson decides to go off on the hunt only to discover that a resort now exists where the treasure is buried.",0.4939,0,"('action',)",
program,"An Irish sports journalist becomes convinced that Lance Armstrong's performances during the Tour de France victories are fueled by banned substances. With this conviction, he starts hunting for evidence that will expose Armstrong.",-0.2263,0,"('drama',)",
prisoner,A cop goes undercover to infiltrate a deadly prison where a team of mercernaries is being assembled.,-0.5106,0,"('action', 'drama')",
parallax view,"Warren Beatty is a news reporter who, along with seven others, witnesses the assassination of a political candidate.",-0.5994,1,"('drama',)",
paradise,"The doors re-open to The Paradise a year after the dramatic events that saw Moray declare his love for Denise and lose The Paradise after breaking off his engagement. But the spurned Katherine has since married - a mysterious, brooding ex-military man with a troubled history. Although she seems to be starting her life anew, her passion for Moray threatens to draw her back into a love triangle.",0.8885,0,"('drama', 'romance')",
painted hills,"Lassie to the rescue in this family story set in the 1870's. After years of prospecting, Jonathan finally strikes gold. He returns to town only to discover that his partner has since died and left Tommy fatherless. He decides to leave Shep (played by Lassie) with Tommy to cheer him up.",0.0772,0,"('drama',)",
out of towners,"The top candidate for a prestigious promotion at his company's corporate headquarters in New York City, George, accompanied by his wife Gwen is all set to take a bite out of The Big Apple.",0.2023,0,"('comedy',)",
odd couple,"Two divorced men decide to share a New York apartment. Fussy Felix, fastidious to a fault. He proves that cleanliness is next to insanity. And Oscar, who wreaks havoc on a tidy room with the speed and thoroughness of a tornado.",-0.8442,0,"('comedy', 'drama')",
new yorker presents,"From award-winning filmmaker Alex Gibney's Jigsaw Productions, Amazon Prime Video presents a groundbreaking new series that brings America's most award-winning magazine, The New Yorker, to the screen with documentaries, short narrative films, comedy, poetry, animation, and cartoons from the hands of acclaimed filmmakers and artists. Produced by Jigsaw Productions and Condac Nast Entertainment.",0.7184,1,"('documentary',)",
myth of fingerprints,"The adult children of a conservative New England family return home for Thanksgiving weekend and find themselves forced to come to grips with their family's dysfunction. The prime difficulty comes from the fact that their parents, particularly their already taciturn and enigmatic father, are rapidly distancing themselves from their children.",-0.802,0,"('comedy', 'drama', 'romance')",
musketeers,"After four years at war, the Musketeers return to a Paris seething with violence and poverty. A seemingly indifferent King has entrusted his affairs to corrupt new Governor of Paris, Philippe Feron. Ordered to the heart of this urban powder keg, the Musketeers are charged with preventing catastrophe. Still, they have their own battles to fight.",-0.9712,1,"('action', 'drama')",
moonstone,"A fresh adaption of English literature's first great detective novel. ""The Moonstone"" centers on the theft of a cursed but priceless diamond. The charismatic Franklin Blake must solve the disappearance of the Moonstone in order to win back the woman he loves, the beautiful, principled and independent Rachel Verinder.",0.9793,0,"('drama',)",
monster squad,"Dracula, the Wolf Man, the Gill-Man, the Mummy, and the Frankenstein Monster are in hot pursuit of a mysterious amulet that will allow their return and only the movie-loving kids in the neighborhood Monster Club can stop them!",-0.1511,0,"('action', 'comedy', 'horror')",
missing lynx,A group of animals look for a way off of an eccentric billionaire's own personal Noah's Ark.,0.0,0,"('action',)",
menendez murders erik tells all,"For the first time in over a decade, Erik Menendez opens up with his most in-depth interview to date in ""The Menendez Murders: Erik Tells All.""",-0.6124,1,"('documentary',)",
men who built america,"Discover the accomplishments of John D. Rockefeller, Andrew Carnegie, and other titans of industry in this engrossing documentary series with a difference. Commentary from present-day business superstars offer insightful modern perspectives on each man's life and times, all revealed through a seamless blend of movie-quality reenactments and fascinating archival material.",0.5423,0,"('documentary',)",
marksman,Chechen rebels take over a Russian nuclear plant and it's up to a mysterious agent (Snipes) to stop them.,-0.4588,0,"('action',)",
man who knew bush,"The privileged life of George W. Bush, the 43rd president, told by a distant relative.",0.4404,0,"('comedy', 'documentary')",
liberation of lb jones,A Southern lawyer uncovers the truth about a slain undertaker.,0.3182,0,"('drama', 'romance')",
last of robin hood,"Kevin Kline stars as Errol Flynn, one of Hollywood's greatest leading men: a lusty and vivacious actor who lived a swashbuckling life of glamour and scandal on and off the screen. But few remember the icon's last May-December romance that shocked a nation. The Last of Robin Hood is a sensational look at Hollywood's golden age and the desire for fame and acceptance.",0.959,0,"('drama',)",
last descent,"In 2009, John Jones explored an un-mapped section of the famous Nutty Putty Cave. After becoming stuck in a hole 18 inches wide and 150 feet under ground, rescue crews worked frantically and heroically to free him. This is the story inspired by not only the incident at Nutty Putty, but by the way John lived his entire life.",0.6597,0,"('drama',)",
last black man in san francisco,"Jimmie and his best friend Mont try to reclaim the home built by his grandfather, launching them on a poignant odyssey to find a place to call home.",0.8126,0,"('drama',)",
king of thieves,"Based on infamous true events, a famous thief, Brian Reader (Sir Michael Caine), pulls together a band of misfit criminals to plot the biggest bank heist in British history.",-0.6486,0,"('action',)",
killer speaks,"The Killer Speaks confronts cold-blooded murderers to reveal, in chilling detail, what they did, how they did it, and why.",-0.891,1,"('documentary',)",
kill team,"When a young US soldier in Afghanistan witnesses other recruits killing civilians under the direction of a sadistic sergeant, he begins to fear that the men he's serving with might be the ones to kill him.",-0.9231,1,"('action',)",
kid with the golden arm,Director Chang Cheh reunites the Five Venoms in his second biggest cult hit in the West. It's Lo Meng's most memorable performances whose showdown with fellow Venom Kuo Chue is artistically violent while being graphically artsy.,-0.5994,0,"('action', 'drama')",
kennedys,"It's 1978, and Brenda, Tony and Emma Kennedy move to Jessop Road estate, in Stevenage. Brenda aspires to the 'middle class' lifestyle, and is excited about the opportunity for social development the estate offers; they can host middle class dinner parties, drive middle class cars and do middle class small talk with their new middle class neighbors.",0.7845,0,"('comedy',)",
keeping room,"In this radically reimagined American Western set towards the end of the Civil War, three Southern women are forced to take up arms to defend their home – and themselves – from two renegade Union soldiers on Sherman's March.",-0.7845,1,"('action', 'drama')",
joneses,"A picture-perfect family moves into a suburban neighborhood and immediately becomes the toast of the town, loved and envied by all. It's all marketing...",0.4215,0,"('drama',)",
job,"CJ is a sexy, cold-blooded assassin who wants to quit the business. She agrees to carry out one last hit, but for the first time in her career as an assassin, she is unable to finish the job.",0.3818,1,"('action', 'drama')",
italian job,"Charlie is out of jail and on the make with a plan for the heist of the century. Aided by top criminal mastermind Mr Bridger, Charlie sets off with a team of villains and to lift $4,000,000 from under the noses of the Turin Polizei.",-0.7906,0,"('action', 'comedy')",
informer,An ex-convict working undercover intentionally gets himself incarcerated again in order to infiltrate the mob at a maximum security prison.,-0.2263,0,"('action',)",
hottie and the nottie,A woman agrees to go on a date with a man only if he finds a suitor for her unattractive best friend.,0.743,0,"('comedy',)",
haunting of sharon tate,"Based on one of Hollywood’s most chilling murder cases, this thriller follows pregnant actress Sharon Tate (Hilary Duff), whose terrifying premonitions are brought to life by Charles Manson and his cult.",-0.8648,1,"('horror',)",
hard corps,An Army veteran assembles a team of bodyguards to protect a former boxer. Complications arise when the boxer suspects his sister may be romantically involved with the bodyguard.,0.4588,0,"('action',)",
green glove,The Green Glove. An ex-soldier and his new girlfriend comb France for a valuable relic...which others are willing to kill for.,-0.3818,1,"('drama',)",
great war,"During the last days of the Great War, Lt. William Rivers leads a squad of U.S. troopers behind enemy lines to locate a missing platoon of African American ""Buffalo"" soldiers.",-0.6705,1,"('action', 'drama')",
ghost inside my child,Ghost Inside My Child explores cases of children who claim to be reincarnations of people who died violently.,-0.8658,0,"('documentary', 'drama')",
gambler,"James Caan portrays a compulsive gambler who can't quit or win. He falls into debt to the mob for $40,000 but seems to relish the thrill of gambling against the long shot.",0.119,0,"('drama',)",
forbidden dance,"When the Brazilian rainforest home of young Princess Nisa is threatened by greedy American businesses, she travels to Los Angeles to find a way to stop the rainforest destruction herself. When a young man who loves to dance crosses her path, and together they enter a televised lambada contest, Nisa might have found the answer to her prayers.",-0.7579,0,"('comedy', 'romance')",
first silent night,"Join renowned actor Simon Callow as he uncovers the moving origins of the song Silent Night that has been two hundred years in the making. A story that begins in humble circumstances, ends with the world's most popular carol. Simon journeys to the Austrian village of Oberndorf as well as the city of Salzburg, where the story of the world's favourite carol had its origins.",0.7501,0,"('documentary',)",
fall,"Gillian Anderson returns as Detective Superintendent Stella Gibson in The Fall. She has arrested Spector but will he survive the gunshot wounds sustained in police custody? Will he ever face justice? As The Fall reaches its inexorable conclusion, it's clear that the rules of this deadly game of cat and mouse are set to shift once again.",0.8229,1,"('drama',)",
fades,"A smart, supernatural thriller about two friends fighting to save the world of the living from the spirits of the dead. Paul and his best friend Mac are the unpopular kids at their college. And now Paul has started to see things - Fades. Soon the fate of humanity rests in the hands of the two friends who already have enough trouble getting through a day in one piece, let alone saving the world.",0.8555,1,"('drama',)",
extraordinary journey of the fakir,"Aja, a clever young street magician from Mumbai, sets out on an extraordinary journey when his mother passes away, to find the father he never knew. He discovers love in a Swedish furniture store in Paris, mortal danger with Somali migrants in England, fame on a dance floor in Rome and adventure in a hot-air balloon over the Mediterranean sea.",0.8402,0,"('action', 'comedy')",
endless summer,"They call it The Endless Summer; the ultimate surfing adventure, crossing the globe in search of the perfect wave.",0.7184,0,"('documentary',)",
elephant man,"The film examines the complex emotional experiences faced by John Merrick. ""The Elephant Man"", when he is discovered by a dedicated surgeon. Rescued from his life as a circus freak, Merrick is given a chance to live his last years with respect.",0.8225,0,"('drama',)",
education of little tree,James Cromwell (Babe) stars in this heartwarming adaptation of the acclaimed best-seller about an eight-year-old Cherokee boy in Tennessee's Smoky Mountains during the 1930s.,0.561,1,"('drama',)",
dragon pearl,Josh & Ling thought they were in for a boring visit with each of their parents at an archaeological dig in China But the new friends soon discover they're right in the middle of an adventure when they find a mournful Dragon that's been trapped deep in a mystical temple for thousands of years According to ancient legend the dragon is missing its life force a sacred pearl hidden in a secret chamber,-0.6542,0,"('action', 'sci-fi')",
dick van dyke show,"Rob Petrie is the head writer for the television sketch comedy, the Alan Brady Show. Rob must balance his New York City work life with his New Rochelle home life that includes his wife, Laura, and their son, Ritchie. Although content in her roles as housewife and mother, on occasion, Laura aspires to return to her former life as a dancer.",-0.6908,0,"('comedy',)",
coverup,Based on a True Story - surrounding the 1984 death of an Iowa teenager (Michael Welch) after his arrest by the Marshalltown Police Department. A young lawyer (Gabriel Mann) is hired to fight a corrupt Police Department and bring healing to a fractured family in this small town legal drama.,-0.6808,1,"('drama',)",
corrupted,"Liam McDonagh (Sam Claflin), an ex-con attempting to live a peaceful life is thrust into action when his brother becomes entangled in a dangerous web of corruption. Liam must risk it all to save his family.",0.296,0,"('action', 'drama')",
confessor,"A worldly and urbane priest is forced to challenge his comfortable existence as an ecclesiastical spin-doctor when he comes to believe in the innocence of a young priest accused of murder. His only ally, a journalist, is also his former sweetheart...",-0.5719,1,"('drama',)",
collector,"Desperate to repay his debt to his ex-wife, an ex-con plots a heist at his new employer's country home, unaware that a second criminal has also targeted the property, and rigged it with a series of deadly traps.",-0.8885,1,"('action', 'horror')",
christmas lodge,"During a weekend trip to the mountains, Mary finds herself at the now run-down lodge where she spent the holidays with her family growing up. She becomes determined to restore the building to its former glory. Inspired by her grandfather and guided by her grandmother in heaven, Mary throws herself into the project.",0.9509,0,"('drama', 'romance')",
beverly hillbillies,"The Clampett family are simple folk, happily living off the land in the Ozarks. They want for nothing and ask for nothing. When Jed Clampett accidentally discovers oil on his family's property, they strike it rich, becoming millionaires. With their newfound wealth, the Clampetts decide to enter a new life... in Beverly Hills, California.",0.8316,0,"('comedy',)",
bernie mac show,A stand up comedian suddenly becomes a father when he takes custody of his sister's three children.,0.3818,0,"('comedy', 'drama')",
beautician and the beast,A New York cosmetologist mistakenly thought to be a science teacher is offered a job to teach the children of an Eastern European dictator.,-0.296,0,"('comedy',)",
beach boys an american band,An authorized biography of the Beach Boys by the band themselves which tracks the band from their early days to the mid-1980s.,0.0,0,"('documentary',)",
basket,"A picturesque Pacific Northwest community raising its wheat and children in the midst of a nation reeling from World War I sets the stage for The Basket. In a time of pain and prejudice woven against a background of beauty, The Basket ultimately points to triumph and hope in a changing America.",0.2263,1,"('drama',)",
bands visit,"A band comprised of members of the Egyptian police force head to Israel to play at the inaugural ceremony of an Arab arts center, only to find themselves lost in the wrong town.",-0.4588,0,"('comedy',)",
asian connection,"Two American expatriates, Jack and Sam, unwittingly steal a drug lord's money when they rob a series of banks in Southeast Asia and become the target of the gang's vengeance. When Sam is killed, Jack turns to the love of his life, Pom, and the couple becomes a modern-day Bonnie and Clyde that takes the fight to the gang.",-0.8658,1,"('action',)",
art of war ii betrayal,Agent Neil Shaw is called out of retirement and finds himself in the midst of a plot to assassinate several leading Senators with himself set-up to take the rap for a recent killing.,-0.6597,1,"('action',)",
american west,"From Executive Producer Robert Redford, The American West tells the story of the aftermath of the Civil War and how the United States transformed into the ""land of opportunity.""",-0.2732,1,"('documentary',)",
aliens,"Aliens have landed in the UK and are now unwanted immigrants living in a walled off section of town. Lewis is a border guard making sure aliens and humans remain separate, but when he discovers that he's half alien, his whole world is turned on its head.",0.0516,0,"('drama', 'sci-fi')",
36th chamber of shaolin,"This internationally renowned, award-winning, trailblazing masterpiece broke all the rules (and box-office records). The legendary director's charismatic adoptive brother stars as an anti-Ching rebel who learns what it truly takes to be a martial arts master, chamber by challenging chamber...",0.6369,1,"('action',)",
that uncertain feeling,"Six years into their marriage, Jill Baker (Oberson) contracts a case of recurring hiccups. Her busy husband Larry (Douglas) sends Jill to Freudian psychologist Vengard and he concludes that the hiccups are caused by her marital problems. When Jill meets hilarious but highly neurotic concert pianist Sebastian (Meredith) in the doctor's waiting room, she decides to begin a relationship with Sebastian and file for divorce. Larry, still in love with Jill, initially agrees, but the separation doesn't last long and they reunite after a multitude of hilarious hijinks. Meredith steals the film.",0.5515,0,"('comedy',)",
texas rising,"Picking up right after the Alamo, this gritty historical drama reveals the origins of the Texas Rangers through the eyes of soldiers on both sides of the conflict. This true-story Western features an all-star cast, including Bill Paxton (""Aliens""), Jeffrey Dean Morgan (""The Walking Dead""), Crispin Glover (""Back to the Future""), Ray Liotta (""Goodfellas"") and Brendan Fraser (""The Mummy"").",-0.3182,0,"('drama',)",
terror by night,Sherlock Holmes solves mystery of stolen diamond on a London-to-Edinburgh train.,0.0772,0,"('drama',)",
teen lust,An awkward high school student strives to lose his virginity before his parents and their Satanic cult can sacrifice him to the devil.,-0.8271,1,"('comedy', 'horror')",
tamara,"Tamara is not the most popular girl in school. Mousy and quiet she is picked on constantly. When her classmates play a practical joke that goes awry and results in her death, the once homely teenager comes back from the dead as a sexy seductress to exact revenge on her killers one by torturous one.",-0.9446,1,"('horror',)",
sword oratoria is it wrong to try to pick up girls in a dungeon on the side,"Sword Princess Ais Wallenstein and the Loki Familia take to the dungeons below Orario once more. This time, there may be more lurking in the shadows than mere monsters.",-0.2006,0,"('action',)",
swedish dicks,"Swedish dicks is a half hour single camera comedy about an aging ex-stuntman (peter stormare) stuck in the past, and an overly optimistic swedish dj (johan glans) stuck in the digital world. Together they get unstuck by forming the private detective firm swedish dicks - solving some of the strangest and wildest cases la has ever seen.",0.4939,0,"('comedy',)",
super size me 2 holy chicken,Muckraking filmmaker Morgan Spurlock reignites his battle with the food industry - this time with Big Chicken - as he opens his own fast food restaurant.,-0.3818,0,"('comedy', 'documentary')",
sunshine state,"A woman (Angela Bassett) and her new husband returns to her hometown roots in coastal northern Florida, and must deal with family, business, and encroaching real estate development.",0.0,0,"('drama', 'romance')",
sunnyside,An emotionally charged saga of explosive violence and romance set in New York City as a family fight for survival in an area infested by street gangs.,-0.5994,1,"('action', 'drama')",
striking range,"Ted Billings (Glenn Morshower) is a corrupt businessman in need of protection. His security chief, Emily (Yancy Butler), recommends her former lover Vash (Lou Diamond Phillips), an experienced mercenary with an arsenal of weapons he's itching to use.",0.765,1,"('action',)",
streets of compton,"Streets of Compton, a three-part documentary film, features rapper The Gam as he revisits his hometown of Compton and explores its storied history with notable residents.",0.0,0,"('documentary',)",
strange wilderness,"With the ratings dropping for a wilderness-themed television show, two animal fans go to the Andes Mountains in search of Bigfoot.comed",0.0,0,"('action',)",
storm boy,"When Michael Kingley, a successful retired businessman starts to see images from his past that he can't explain, he's forced to remember his childhood and how, as a boy, he rescued and raised an extraordinary orphaned pelican, Mr Percival. Based on the classic Australian novel. Earned the coveted DOVE Seal of Approval.",0.9257,0,"('drama',)",
still mine,"James Cromwell gives a tour de force performance in 'Still Mine,' a deeply moving love story about a couple in their twilight years. When Craig sets out to build a more suitable house for his ailing wife Irene, he is blindsided by the bureaucratic codes and officials. As Irene becomes increasingly ill, Craig takes a final stance against all odds to finish the house, in a truly inspirational story.",0.835,0,"('drama',)",
sticky fingers,"This comedic fable is about two broke musicians, Lolly and Hattie on the run from the Chinese Mafia because of a bag of drug money left in their apartment. They start to borrow the money to replace their stolen instruments and pay their rent.",-0.5719,0,"('comedy',)",
steven seagal lawman,"Steven Seagal doesn't come to the rescue in just his movies. ""Steven Seagal: Lawman"" follows the action star and real-life sheriff's deputy as he and his team respond to crimes in progress in Jefferson Parish, Louisiana.",0.7269,1,"('documentary',)",
stephen fry gadget man,"Writer, comedian and TV icon Stephen Fry demonstrates wonderful new innovations designed to make our lives just a bit easier in this tech-driven reality talk show.",0.8442,0,"('documentary',)",
star trek the original series,The year is 2268. It's not going to be a good year for Captain James T. Kirk.,0.4404,0,"('action', 'sci-fi')",
star trek original,"In the final season of this groundbreaking sci-fi series, Kirk tries to track down Spock's (Leonard Nimoy) stolen brain, reenacts the shootout at the O.K. Corral and gets trapped between dimensions.",-0.765,1,"('sci-fi',)",
spring 1941,"Dr. Artur Planck and his family are seeking shelter from Germans storming Poland. They find a safe house in the farm of Emilia. Amidst the horrors of the war that surround them, an impossible love triangle erupts as Emelia uncontrollably falls in love with Artur. Such a fragile arrangement is sustained by love - or is it just the will to survive?",0.7506,1,"('drama',)",
