norm_title,description,audience_group,genres,sentiment_score,violence_flag
bathtubs over broadway,"A comedy writer for David Letterman unearths a hidden world of hilariously bizarre musicals, which turns into a toe-tapping obsession.",teen,['documentary'],-0.296,0
battle creek,"A polished FBI agent must team up with a cynical cop when he's dispatched to Battle Creek, Michigan, to set up an office at the local precinct.",teen,"['comedy', 'drama']",-0.6369,0
battlefield recovery,A four-man team heads to Latvia and Poland to unearth rare World War II artifacts and shed new light on the bloody battles of the Eastern Front.,child,['documentary'],-0.8555,1
bawarchi,A dysfunctional middle-class family is transformed by the attentions of their talented new chef – until he vanishes along with their valuable jewels.,child,"['comedy', 'drama']",0.8555,0
bazaar,"A young man challenges traditional customs by standing up to the father of the woman he loves, who has promised her to a wealthy expatriate.",teen,['drama'],0.8402,0
be here now,"Trace the brave journey of actor Andy Whitfield, who received a devastating cancer diagnosis while starring in the series ""Spartacus: Blood and Sand.""",adult,['documentary'],-0.743,1
be somebody,"To escape the stress of fame, teen pop star Jordan goes incognito in a small town, where he forms a special bond with high school art student Emily.",child,"['comedy', 'drama', 'romance']",0.5423,0
beak brain genius birds from down under,"Whoever came up with the term ""bird brain"" never met these feathered thinkers, who use their claws and beaks to solve puzzles, make tools and more.",child,['documentary'],0.2023,0
bean the ultimate disaster movie,"Disaster-prone Mr. Bean is sent to Los Angeles to guard a famous painting, but as he's unfit for any physical task, everything goes hilariously wrong.",teen,['comedy'],-0.631,0
beary tales,A well-known wildlife photographer living alone in the Bohemian Forest finds himself playing mama bear to a pair of abandoned cubs.,child,['documentary'],-0.4939,0
beast legends,A diverse crew of experts dive deep into the origin stories of mythological monsters before building replicas of the creatures using 3D CGI technology.,child,['documentary'],0.0,0
beating again,"After enduring both business and family upheavals, a ruthless investment director has a heart transplant and finds a new way to look at life and love.",teen,['romance'],0.6369,0
beauty the beast,A homicide detective and a veteran who has been turned into a beast by a military experiment gone awry become allies after they meet by chance.,teen,"['drama', 'romance']",0.25,0
beauty and the bitches,Beauty pageant contestants from all over Thailand fight for the crown as they contend with drama and intrigue behind the scenes.,adult,"['comedy', 'romance']",0.34,1
beavis and butthead do america,"After realizing that their boob tube is gone, Beavis and Butt-head set off on an expedition that takes them from Las Vegas to the nation's capital.",teen,['comedy'],0.0,0
bebes kids,"When ladies' man Robin meets Jamika, he falls head over heels, but she greets him with four surprises: her son and her girlfriend Bebe's three kids.",teen,['comedy'],0.5023,0
because of soccer,"After losing a World Cup bet, two hapless buddies must use their wits to pay off their debt to a big Jakarta bookie in this action-packed comedy.",teen,"['comedy', 'drama']",-0.6597,0
because were heading out,Trouble and high jinks ensue when a man and woman stumble on a bag full of money while out on the town.,teen,['comedy'],-0.4019,0
becoming jane,A passionate romance with roguish barrister Tom Lefroy serves as the inspiration for the works of budding novelist Jane Austen.,teen,"['drama', 'romance']",0.886,0
bedtime stories,Skeeter's life is turned upside down when the fantastical stories he makes up to entertain his niece and nephew inexplicably turn into reality.,child,['comedy'],0.6486,0
before the flood,Leonardo DiCaprio crisscrosses the globe to investigate the consequences of man-made globe warming and the measures being taken to reverse it.,child,['documentary'],0.1531,1
behind the cove the quiet japanese speak out,"After a documentary about the Japanese whaling industry garnered international attention, an amateur filmmaker decides to tell the rest of the story.",teen,['documentary'],0.0,0
behind the curtain todrick hall,Follow singer and YouTube sensation Todrick Hall as he launches an original musical based on growing up gay in Texas and finding showbiz success.,adult,['documentary'],0.7717,0
behind the newsroom,"Confident and cool under pressure, top news presenter Punchalee meets her match in the conniving Dao, who'll stop at nothing to fulfill her ambitions.",adult,"['drama', 'romance']",0.1265,0
behzat ç,An Ankara homicide detective with a dark personal life and a disdain for rules and political correctness solves murders and fights police corruption.,adult,['drama'],-0.8271,1
beiimaan love,"After having her heart broken by a man who seduced her at a party, a young, ambitious woman concocts a scheme to get revenge.",adult,"['drama', 'romance']",-0.4939,0
being ap,"With retirement staring him in the face, an all-time-great jump jockey pursues his 20th consecutive title in his unrelenting quest for glory.",teen,['documentary'],0.5423,0
being mary jane the series,Ambitious single TV journalist Mary Jane attempts to balance her career with her overbearing family and an increasingly messy love life.,teen,"['drama', 'romance']",0.7003,0
below her mouth,An engaged fashion editor begins a torrid affair with a female roofer that threatens to turn both of their lives upside down.,adult,['drama'],0.0258,0
beneath the leaves,"An escaped psychopathic child killer faces off against one of his former victims, who has since become a hard-nosed detective.",adult,['thriller'],-0.765,1
benji off the leash,"Benji is back in this charming story that's told from the pooch's point of view, tracking his early days as a pup to his current life in showbiz.",child,['drama'],0.6705,0
berlin kaplani,"After a losing streak puts him in debt of 50,000 euros to his sponsors, an unlikely Turkish-German boxer in Berlin finds himself in need of a miracle.",teen,['comedy'],-0.0772,0
berlin i love you,"Set in the Grey City, this ""Cities of Love"" installment is a star-studded, 10-story collection of redemptive love, crushing loss and everyday romances.",adult,"['drama', 'romance']",0.7964,0
best neighbors,"A just-married couple moves into their new home, finding themselves at war with the kids next door, who seem determined to make their lives miserable.",teen,['comedy'],-0.6908,1
betting on zero,"This documentary dives into the complex world of Herbalife, the international nutritional products company accused of being a pyramid scheme.",child,['documentary'],-0.296,0
bewafaa,"A young woman faces pressure to marry her brother-in-law, after her sister dies while giving birth. But she's secretly in love with someone else.",child,"['drama', 'romance']",0.7845,0
bewildered bolbol,A man suffering from amnesia can't seem to choose between the women playing tricks on him.,teen,"['comedy', 'romance']",-0.4215,0
beyond all boundaries,"As the 2011 Cricket World Cup begins, three Indians demonstrate their passion and the sacrifices they've made for the country's most popular sport.",teen,['documentary'],0.7264,0
beyond the clouds,A youthful drug dealer in Mumbai must change his ways when the sister who raised him is assaulted by her boss and imprisoned for defending herself.,teen,['drama'],-0.6249,0
bh se bhade,"A kind-hearted insurance agent has the mysterious power to temporarily shoulder the problems and pain of others, with comic results in his own life.",child,['comedy'],-0.7184,0
bhaage re mann,"An impulsive, free-spirited woman who's defied convention for much of her life suddenly finds herself flirting with a classic romance.",teen,"['drama', 'romance']",0.6597,0
bhagam bhag,"A theater group lands in trouble when its new actress takes her own life, two of its members are framed for murder and no one is who they appear to be.",teen,"['comedy', 'romance']",-0.8625,1
bhool bhulaiyaa,"Siddharth dismisses warnings that his palace might be haunted, until ghostly occurrences force him to reconsider his beliefs.",teen,"['drama', 'thriller']",-0.6486,1
bhoot,"After a couple moves into an apartment, the wife’s increasingly disturbing behavior unravels chilling secrets about their new home’s past.",adult,"['horror', 'thriller']",-0.5267,0
bhouri,A 23-year-old girl who's married to a man more than twice her age is forced to contend with the predatory nature of a male-dominated society.,teen,['drama'],-0.4215,0
big bad beetleborgs,"When three teens free a spirit that offers to grant each a wish, they choose to become their favorite superheroes, launching a series of adventures.",child,['comedy'],0.9274,0
big bear,The alcohol-fueled high jinks of a bachelor party go haywire when the buddies of an ill-fated groom abduct his fiancée's new lover.,adult,['comedy'],0.7579,0
big daddy,"Dumped by his girlfriend because he refuses to accept responsibility, overgrown adolescent Sonny Koufax adopts a 5-year-old to prove he's a grownup.",teen,['comedy'],0.1531,0
big fat liar,Junior high students Jason and Kaylee take action when a greedy Hollywood producer turns Jason's essay into a hit film without giving him credit.,child,['comedy'],-0.6726,0
big kill,A tenderfoot and two gamblers seeking their fortunes in a boom town instead find themselves defending it from a gunslinging preacher and his gang.,adult,['action'],-0.0258,1
big time,"In this documentary, architect Bjarke Ingels offers his vision for 2 World Trade Center as he aims to restore Manhattan's skyline to its former glory.",adult,['documentary'],0.7717,0
bigger fatter liar,"When his video game concept is stolen by a dishonest executive, a teenage chronic liar sets out to prove that he's telling the truth, for once.",child,['comedy'],-0.836,0
biggie tupac,"British documentarian Nick Broomfield investigates the murders of rappers Tupac Shakur and Biggie Smalls, digging up some surprises in the process.",adult,['documentary'],-0.4767,1
billy elliot,"When a boy trades boxing school for ballet lessons, he may take his newfound talent all the way to the top - and win over his disapproving father.",adult,['drama'],0.8126,0
billy graham an extraordinary journey,This documentary recounts the life story of evangelist preacher Billy Graham featuring interviews with family members and former presidents.,child,['documentary'],0.0,0
bilu rakkhosh,"Torn between his demanding corporate career, his passion for music and his turbulent family life, a man struggles to keep his inner demons in check.",adult,['drama'],-0.34,0
bioscope,"Inspired by classic and contemporary literature, four renowned Marathi directors create four individual stories in this anthology of short films.",teen,['drama'],0.6486,0
birthmarked,"In an attempt to settle the ""nature vs. nurture"" debate, a scientist couple raises three children to live lives that defy their genetic dispositions.",adult,['comedy'],0.34,0
bitch,"Cracking under the demands of children and a philandering, thankless husband, an overworked suburban mother assumes the persona of a ferocious dog.",adult,"['comedy', 'drama']",-0.1027,0
bitcoin heist,"A unconventional, efficient Interpol special agent goes rogue and assembles a team of thieves to catch a shadowy hacker called ""The Ghost.""",teen,"['action', 'comedy']",0.296,0
bitten,"Elena Michaels tries to stray from the pack of werewolves that turned her into a monster, but her efforts are thwarted by a string of grisly murders.",adult,"['drama', 'horror']",-0.7684,1
bitter daisies,"While investigating the disappearance of a teen girl in a tight-knit Galician town, a Civil Guard officer uncovers secrets linked to a loss of her own.",adult,['drama'],-0.3182,0
bittoo boss,"When a small-town wedding videographer falls in love, he decides he needs to make more money and turns to shooting sexy videos – with mixed results.",teen,"['comedy', 'drama']",0.8225,1
black privileged volume 1,"When low-income families move into a thriving black community in Chicago, they find themselves at odds with politicians to maintain their status.",adult,['drama'],0.0,0
black hawk down,"When U.S. forces attempt to capture two underlings of a Somali warlord, their helicopters are shot down and the Americans suffer heavy casualties.",adult,"['action', 'drama']",-0.5423,1
black heart,"Blaming a crooked media mogul for the death of his journalist sister, a surgeon enlists the help of a beautiful psychologist to get revenge.",teen,['drama'],-0.5994,1
black man white skin,This film chronicles the health and social problems that African albinos face and details the fight waged on their behalf by advocacy groups in Spain.,child,['documentary'],-0.6486,1
black panther,"T'Challa, the superpowered new leader of the hidden, highly advanced African nation of Wakanda, strives to protect his home from enemies old and new.",teen,"['action', 'sci-fi']",0.1761,0
black site delta,"After discovering that their secret military prison is under attack by terrorists, a ragtag group of inmates does their best to neutralize the enemy.",adult,['action'],-0.8689,1
black snake moan,"Lazarus finds Rae beaten and near death, and acts as a father figure to help redeem her. But before saving anyone, Lazarus must face his own demons.",adult,['drama'],-0.3612,1
black snow,An old tragedy and lingering animosity erupt when a man returns to Patagonia to convince his estranged brother to sell the family's isolated property.,adult,"['drama', 'thriller']",-0.8225,0
blackfish,"This fascinating documentary examines the life of performing killer whale Tilikum, who has caused the deaths of several people while in captivity.",teen,['documentary'],-0.2023,1
blackway,"Menaced by a psychopath who's got the local cops scared, waitress Lillian turns to a mysterious old logger to help her turn the tables on her stalker.",teen,['thriller'],-0.4404,0
blaze,"An influential, if unsung country songwriter reflects on his career, and how the love of his life drove him to write his most personal music.",adult,['drama'],0.7964,0
bleed for this,"After a devastating injury derails his career, scrappy world champion boxer Vinny Pazienza determines to make an against-all-odds comeback.",adult,['drama'],-0.6705,0
blockbuster,"Dumped over a video he made to amuse his ailing dad, a heartsick Jérémy hatches an elaborate scheme to win back his superhero-loving girlfriend, Lola.",adult,['comedy'],0.5859,0
blood treasures,"Condemned by a centuries-old vow to protect her kingdom's treasures, an embittered spirit returns to seek justice against the man who wronged her.",teen,"['drama', 'sci-fi']",0.5106,0
blood father,An ex-convict and estranged father finds the chance to prove himself when his daughter seeks his help shaking off a dangerous group of drug dealers.,adult,['action'],-0.0258,0
blow,Cocaine smuggler George rises from poverty to become one of the biggest drug dealers in America before his eventual downfall.,adult,['drama'],-0.7506,0
blue is the warmest color,"Determined to fall in love, 15-year-old Adele is focused on boys. But it's a blue-haired girl she meets on the street who really piques her interest.",adult,['drama'],0.8589,0
blue jasmine,The high life leads to high anxiety for a fashionable New York City homemaker in crisis who finds herself forced to live a more modest lifestyle.,teen,"['comedy', 'drama']",-0.8316,0
blue mountain state the rise of thadland,"New NFL star Thad buys his old teammates' beloved frat house, renames it Thadland and throws the raunchiest, most debauched party in school history.",adult,['comedy'],0.7414,0
blue planet ii,"This sequel to the award-winning nature series ""Blue Planet"" dives beneath Earth's oceans to reveal the dazzling vistas and amazing creatures there.",child,['documentary'],0.5859,1
blue ruin,"Bad news from the past unhinges vagabond Dwight Evans, sending him on a mission of bloody retribution that takes him to his childhood hometown.",adult,['thriller'],-0.7506,1
blue streak,A jewel thief returns to his hiding place after a stint in jail — only to find that his diamond is buried under a newly constructed police station.,teen,"['action', 'comedy']",-0.1779,0
blue valentine,"As Cindy and Dean muddle through their languishing marriage, they hearken back to the golden days when life was filled with possibility and romance.",adult,"['drama', 'romance']",0.5574,0
blurred lines inside the art world,Artists and industry insiders shed light on the commercial forces behind the veneer of genius and glamour that often shrouds contemporary art.,adult,['documentary'],0.5267,0
bob lazar area 51 flying saucers,"Decades ago, Bob Lazar blew the whistle on Area 51. Now he’s back to explain the alien tech he worked with, and the government's war to shut him up.",adult,['documentary'],-0.5994,1
bobbi jene,This candid profile follows dancer Bobbi Jene Smith as she leaves the company of Israeli choreographer Ohad Naharin to forge her own artistic path.,adult,['documentary'],0.0,0
bobby,"Raj, the son of strict, wealthy parents, falls in love with Bobby, the daughter of a poor Christian fisherman – a romance his parents oppose.",teen,['drama'],0.802,0
bobby robson more than a manager,"Explore the life and times of legendary soccer manager Bobby Robson, whose keen mind for the game was matched only by his devotion to his teams.",teen,['documentary'],0.6705,0
bobby sands 66 days,"In 1981, an imprisoned Irish Republican Army soldier went on a hunger strike that galvanized his movement and made him a controversial global icon.",teen,['documentary'],-0.743,0
bokeh,"After learning they are the sole survivors of an eerie apocalypse, a young American couple on vacation in Iceland ponder their love and the future.",teen,"['drama', 'sci-fi']",0.4019,0
bolt,"This tale follows German shepherd Bolt, a canine actor who makes a cross-country trek when he's mistakenly shipped from Hollywood to New York City.",child,['comedy'],-0.296,0
bombshell the hedy lamarr story,"An unearthed audio interview of Hollywood icon Hedy Lamarr reveals a woman with brains as well as beauty, who was the first to patent frequency hopping.",teen,['documentary'],0.7096,0
bon bini holland,"On the island of Curaçao, an amiable scam artist angers gangsters and flees to Holland, where his conscience is torn between a woman and a new scheme.",adult,['comedy'],-0.8658,0
bonnie and clyde,"Bonnie Parker and Clyde Barrow are young, in love and on the run during a bullet-riddled bank robbery spree across Depression-ravaged America.",adult,"['action', 'drama']",0.6369,0
boom,"Following a fashion show mishap, three supermodels find themselves on the run from dangerous gangsters trying to recover a fortune in stolen diamonds.",adult,"['action', 'drama']",-0.743,0
borderline,A team of inept border agents tackles immigration issues at the fictional Northend Airport in this improvised mockumentary series.,teen,['comedy'],0.0,0
born strong,Four 400-pound giants fight for the crown at the Arnold Strongman Classic and offer a glimpse into their lives leading up to the competition.,adult,['documentary'],-0.2263,1
born to be free,"Casting a light on the mistreatment of sea mammals, this documentary follows the plight of 18 Beluga whales kept in captivity for years.",teen,['documentary'],0.0,0
botched up bodies,"From lifting saggy skin to repairing shoddy breast enhancements, plastic surgeons tackle extreme fixer-uppers.",adult,['documentary'],0.0,0
bottom of the world,"En route to a fresh start in Los Angeles, young couple Alex and Scarlett stop over in a sleepy Southwestern town that loosens their grip on reality.",adult,"['drama', 'thriller']",0.0258,0
boy bye,"Single entrepreneur Veronica finally starts to believe in love after meeting sexy Lance, but she soon discovers he's hiding something from her.",adult,"['comedy', 'romance']",0.25,0
brain games,"This interactive series uses games, illusions and experiments to illustrate how our brains manufacture our reality and often play tricks on us.",child,['documentary'],0.2263,0
bramptons own,"After 12 years in the minors, a struggling baseball player retires, returns home and faces the last person he struck out with – his ex-girlfriend.",adult,"['drama', 'romance']",-0.5859,0
bratz the movie,"When high school hierarchy divides four best friends into different cliques, the girls defy expectations and try to bring their groups together.",child,['comedy'],0.8074,0
brave miss world,"Weeks before being named Miss World, Linor Abargil was raped. She tells the world her inspiring true story in this Emmy-nominated documentary.",teen,['documentary'],-0.1531,0
brave new jersey,Small-town residents mistake an Orson Welles radio broadcast for news about an alien invasion and are emboldened to act as they await an apocalypse.,adult,['comedy'],-0.25,0
breaking free,One filmmaker’s quest to expose the human rights violations faced by India’s LGBTQ community was a project of passion seven years in the making.,adult,['documentary'],-0.25,0
breath,"In mid-1970s Australia, two small-town teenage boys befriend an enigmatic middle-aged surfer, who urges them to see the thrill in facing their fears.",adult,['drama'],-0.0772,0
brick,Teenage loner Brendan Fry navigates his high school's intense social network to discover a killer's identity after his secret crush is murdered.,adult,['thriller'],-0.7906,1
bring it on worldwide showdown,"When cheerleading champs the Rebels are challenged by an edgy new squad, they take on teams from all over the world in a virtual cheer battle.",teen,['comedy'],0.5423,0
brooklyns finest,"Three cops find themselves hurtling toward the same crime scene on one fatal night in this tense, edge-of your-seat thriller.",adult,"['drama', 'thriller']",-0.8945,1
brotherhood of blades ii the infernal battlefield,"While tracking down a seditious painter, an imperial guard is accused of a royal assassination attempt and framed in a complicated conspiracy.",adult,['action'],-0.9042,0
brown nation,An Indian American man living with his artistic wife and contentious father-in-law struggles to handle his household and a foundering IT company.,teen,['comedy'],-0.5719,0
bruno and boots go jump in the pool,"To keep pal Boots from being sent to a rival school with better athletics, prankster Bruno leads an epic campaign to build a pool at Macdonald Hall.",child,['comedy'],0.4404,0
bruno and boots the wizzle war,"Fed up with weird dress codes and wacky punishments, the students of neighboring schools face off against two recently hired oddball authoritarians.",child,['comedy'],-0.5423,0
bruno and boots this cant be happening at macdonald hall,"The biggest troublemakers at Macdonald Hall are Bruno and Boots, who are caught and face an unthinkable punishment: separation into different dorms.",child,['comedy'],-0.7506,0
buddha,"In this historical drama series, young Prince Siddhartha undergoes an intense spiritual journey that eventually transforms him into the Buddha.",child,['drama'],0.0772,0
buffalo boys,Two Indonesian brothers learn the ways of the American cowboy before returning home to avenge the murder of their father.,adult,['action'],-0.6908,1
bugs,A willing team of chefs and researchers goes on a gastronomic adventure around the globe to weigh the benefits of using bugs as a future food source.,child,['documentary'],0.5994,0
bullitt county,"When four college friends reunite for a bachelor party, their hunt for cash said to be hidden in Kentucky's backwoods leads to bloodshed and betrayal.",adult,['thriller'],0.25,1
burlesque,"After leaving Iowa with stars in her eyes, Ali arrives at a Los Angeles burlesque lounge with dreams of taking the stage with her soaring voice.",teen,"['drama', 'romance']",0.4019,0
burlesque heart of the glitter tribe,"This revealing documentary probes the onstage personas of Portland, Oregon, burlesque performers who practice wildly different art forms.",adult,['documentary'],0.0,0
burning,An aspiring writer goes to the airport to pick up a high school friend returning from a trip to Africa but is disheartened to see her with another man.,adult,['drama'],-0.4939,0
burnistoun,"This sketch series focuses on the eccentric characters in a small Scottish town, including bumbling cops, ""DJ Jesus"" and a disgruntled serial killer.",adult,['comedy'],-0.6486,1
bushwick,"When their diverse neighborhood is besieged by a mysterious militia, a grad student and an ex-Marine become an unlikely team in a battle for survival.",adult,['action'],-0.3818,0
butterfield 8,"Elizabeth Taylor won an Oscar as Gloria Wandrous, a stylish call girl who yearns to go straight, especially after she thinks she's found Mr. Right.",teen,"['drama', 'romance']",0.6808,0
cézanne et moi,"This historical drama explores the long and often volatile friendship of painter Paul Cézanne and writer Émile Zola, who first met as schoolboys.",adult,['drama'],0.4404,0
cabin fever,"As a flesh-eating virus rips its way through a remote woodland cabin, the terrified teens vacationing inside wonder who'll fall victim next.",adult,"['horror', 'thriller']",-0.7269,0
cahaya dari timur beta maluku,"After witnessing a child’s death during a violent clash, a former soccer player launches a youth team to help local kids avoid further bloodshed.",teen,['drama'],-0.8074,1
caida del cielo,"When Julia literally falls into Alejandro's backyard from her apartment above, it's just the jolt that's needed to nudge these two loners together.",adult,"['comedy', 'romance']",-0.2263,0
cain and abel,Gifted doctor Cho-in leads a charmed life while his older brother Seon-woo seethes with jealousy in this series inspired by Biblical characters.,adult,['romance'],0.5994,0
cake,"When their aging father’s illness reunites two sisters under one roof, new tensions arise between them as old wounds and hidden secrets surface.",adult,"['comedy', 'drama']",-0.6597,0
calendar girls,Five calendar models try to navigate the twists and turns thrown in their path by the seductive and ruthless world of glamour.,teen,['drama'],0.5267,0
call me francis,"On his path to becoming Pope Francis, Father Jorge Bergoglio pursues his religious vocation in a country ravaged by a brutal military dictatorship.",teen,['drama'],-0.6249,0
camelia la texana,"Inspired by the famous song ""Contrabando y Traición,"" Camelia, a beautiful girl from San Antonio, kills her lover and becomes a legendary drug runner.",teen,['romance'],0.8126,1
camera store,"With the digital revolution just around the corner, the employees of Bibideaux camera store strive to stay relevant amid unstoppable change.",adult,"['comedy', 'drama']",-0.2023,0
camp cool kids,"A young boy attends summer camp, where he overcomes his fears, stands up to bullies and learns important lessons about faith and life.",child,"['comedy', 'drama']",0.2023,0
camp x,"Established during World War II, North America's first secret agent training school – known as Camp X – paved the way for present-day espionage.",adult,['documentary'],-0.5994,1
camp xray,"Fresh Army recruit Amy Cole is assigned to Guantanamo Bay's Camp X-Ray, where she forms a surprising bond with one of the prisoners in her charge.",adult,['drama'],0.0258,0
can we get married,"On the cusp of marriage or divorce, four couples consider the meaning of love, sharing a life, meddling families and the weight of their commitment.",teen,['romance'],0.8625,0
cant hardly wait,"At a wild high school graduation party, aspiring writer Preston hopes to declare his love to popular girl Amanda, who just got dumped by the class jock.",teen,"['comedy', 'romance']",0.8689,0
candyman,"Grad student Helen Lyle unintentionally summons the Candyman, a hook-handed creature made flesh by other people's belief in him.",adult,['horror'],0.0,0
cannabis,"When a huge marijuana shipment falls prey to thieves, the aftermath touches players from all ranks of the drug trade between Morocco and Europe.",adult,['drama'],-0.25,0
capital in the twentyfirst century,"Based on economist Thomas Piketty's best-selling book, this documentary examines wealth accumulation and its looming social repercussions.",teen,['documentary'],0.4019,0
cappuccino,"Richi is a director of commercials whose computer memory drive is accidentally switched with that of Sneha, a woman he soon falls in love with.",child,"['comedy', 'drama']",0.4215,0
cardboard gangsters,"A low-level drug dealer decides to move up the ranks of the illegal narcotics trade in Darndale, Dublin, putting him and his gang on a violent path.",adult,['drama'],-0.8176,0
caregiver,"Sarah leaves her son in the Philippines to reunite with her husband in London, where she struggles personally and professionally as a care-home worker.",teen,['drama'],-0.3612,0
carol,"In the 1950s, a glamorous married woman and an aspiring photographer embark on a passionate, forbidden romance that will forever change their lives.",adult,"['drama', 'romance']",0.8176,0
carrie,"An outcast teen with telekinetic ability lashes out with her deadly power when the high school ""in crowd"" torments her with a sick joke at the prom.",adult,['horror'],0.0516,0
carriers,"As a lethal virus spreads globally, four friends seek a reputed plague-free haven. But while avoiding the infected, the travelers turn on one another.",teen,"['horror', 'sci-fi', 'thriller']",-0.7469,0
casa de mi padre,Will Ferrell stars as a Spanish-speaking cowboy in this comedy about a Mexican clan trying to rescue their ranch from greedy creditors.,adult,['comedy'],0.596,0
case closed,"Turned into a young boy by a sinister potion, teen sleuth Conan helps solve baffling crimes while tracking down the nefarious agents who poisoned him.",teen,['thriller'],-0.5719,1
casino royale,"Daniel Craig makes his debut as the newly minted agent 007, who's pitted against an infamous financier of global terrorism – at the poker table.",teen,['action'],-0.6808,1
casino tycoon,"When Japanese troops invade Hong Kong, young Benny Ho flees to Macau and rises to the top of the city's casino business with pluck, diligence and wit.",adult,"['action', 'drama']",0.0258,0
casino tycoon 2,Casino mogul Benny Ho wields enormous power. But a feud with his former partner and a massive fraud scheme soon threaten his family and his empire.,adult,"['action', 'drama']",-0.9136,0
castle of stars,"As four couples with different lifestyles go through the ebbs and flows of joy and sorrow, each must learn how to live a good life.",adult,"['comedy', 'romance']",0.5106,0
catching the sun,This documentary explores the worldwide economics of the burgeoning solar energy industry and its impact on hopeful job seekers in the United States.,teen,['documentary'],0.802,0
cats dogs the revenge of kitty galore,Cats and dogs must set aside their differences and merge animal instincts when Kitty Galore decides to claw her way to global domination.,child,['comedy'],-0.0516,0
catwalk tales from the cat show circuit,"This fun, charming documentary follows the exploits of some very feline-friendly folks as they strive to get their kitties crowned Canada’s top cat.",child,['documentary'],0.7579,0
cave,"Torn between old camaraderie and recent tensions, three ex-soldiers reunite to explore a deadly cave but soon discover terror beyond all expectations.",adult,"['action', 'thriller']",-0.7876,1
celluloid man,"This documentary chronicles the philosophy and life's work of archivist P.K. Nair, who made a mission of preserving Indian cinema’s rich history.",child,['documentary'],0.5574,0
center stage,"Vying for a spot in the American Ballet Company, 12 dance students are ready to push their bodies and minds to the limit to realize their dreams.",teen,['drama'],0.6369,0
chaar sahibzaade,"With a horde of enemy invaders bearing down, four sons of an illustrious Sikh guru lead a tiny but valiant army into a desperate fight for freedom.",child,['drama'],-0.2023,1
chal dhar pakad,"After her fat-shaming husband brings home a new lover, a wife in Maharashtra recruits a group of women to challenge him in a kabaddi match.",teen,"['comedy', 'drama']",0.6249,0
chal mere bhai,"When a secretary saves her tycoon boss's life, his family hears wedding bells. Problem is, she's already in love – with his younger brother.",teen,"['comedy', 'romance']",0.3612,0
chalay thay saath,Beautiful and adventurous doctor Resham meets a handsome Chinese backpacker named Adam while traveling with friends on a journey of self-discovery.,teen,"['comedy', 'drama']",0.9118,0
chandani the daughter of the elephant whisperer,A girl who wants to be an elephant driver like her father is given the chance to raise a calf and becomes even more determined when it's taken away.,child,['documentary'],0.7346,0
change in the air,"When a secretive woman breezes into a quiet town, her subdued neighbors get swept up in curiosity over her ethereal presence.",child,['drama'],0.0,0
chaotic love poems,"Spanning the 1970s, ‘80s and ‘90s, this lyrical love story of two childhood neighbors plays out amidst a rapidly evolving Indonesia.",teen,"['drama', 'romance']",0.7351,0
chappaquiddick,Senator Ted Kennedy watches his future unravel in the wake of an infamous car crash as family and allies vie to protect his reputation.,teen,['drama'],-0.0258,0
charlie and the chocolate factory,The eccentric Willy Wonka opens the doors of his candy factory to five lucky kids who learn the secrets behind his amazing confections.,child,['comedy'],0.765,0
charlies angels full throttle,"In this reboot of the TV classic, the Angels are tasked with finding lost rings encoded with the personal information of people in witness protection.",teen,"['action', 'comedy']",-0.3182,0
chashme buddoor,"When pretty new neighbor Seema falls for their shy roommate Sid, jealous womanizers Omi and Jai plot to break up the new lovebirds.",child,['comedy'],-0.2023,0
chasing amy,"Comic book artist Holden meets the perfect woman, only to learn that she's a lesbian. But that doesn't stop him from falling in love with her.",adult,"['comedy', 'drama']",0.8619,0
chasing monsters,Adventurer Cyril Chauquet seeks out the most colossal and dangerous underwater creatures around the world in this adrenaline-packed series.,child,['documentary'],-0.2878,0
chasing the dragon,"In corrupt, British-colonized Hong Kong, a mainland Chinese immigrant rises to the top of the city's drug underworld with the help of a notorious cop.",adult,"['action', 'drama']",0.1531,0
chasing trane,"Featuring interviews, insights and archival footage, this documentary aims to reveal how historical events shaped the music of John Coltrane.",child,['documentary'],0.0,0
chauthi koot,Related tales of a family seeking refuge and two men on a train to Amritsar evoke the dreadful unease surrounding Hindu-Sikh tensions in 1980s Punjab.,teen,['drama'],-0.8074,0
cheers,"Sam Malone, an ex-baseball player turned bar owner, operates a saloon that's always filled with quirky customers and even more eccentric staff.",child,['comedy'],0.0,0
chernobyl diaries,"A group of kids takes an illegal tour through an abandoned city near Chernobyl, where mysterious humanoid forms begin to haunt their steps...",adult,"['horror', 'thriller']",-0.8519,0
chewin the fat,"Petty criminals, dodgy decorators, full-bore Glaswegians and oddball documentary presenters converge in this sketch show that parodies Scottish life.",teen,['comedy'],-0.7506,0
chewing gum,"The virginal Tracey, who was raised in a strictly religious Tower Hamlets flat, is ready to realize her potential. And the first step is having sex.",adult,['romance'],0.3612,0
chicken kokkachi,"In the wake of his sister's marriage, a young middle-class man leaves his village and learns that supporting one's self is easier said than done.",teen,['comedy'],0.6908,0
chicken little,No one believes Chicken Little when he tries to warn of an alien invasion – so it's up to him and his misfit friends to save the world!,child,['comedy'],0.6114,1
chief daddy,"When a wealthy patriarch unexpectedly drops dead, his money-crazed family, friends and staff scramble for his billionaire fortune.",adult,"['comedy', 'drama']",0.0772,0
childs play,"When a rash of murders unfolds, 6-year-old Andy knows that his toy doll Chucky is the killer, but neither his mom nor the cops believe him.",adult,['horror'],-0.7184,1
