norm_title,description,audience_group,genres,sentiment_score,violence_flag,label
cougars inc,"Kicked out of every school across the country, Sam, learns that his mother can no longer afford to pay his tuition. Him and his friends start an escort service, Cougars, Inc., to cover his tuition. These friends explore the new hilarious generation of Cougars who are desperately trying to stay young and loving every lesson they are taught.",adult,"['comedy', 'drama']",0.8225,0,0
full out,"['After a debilitating fortuity ends her Olympic dream, gymnast Ariana Irving berlin feel recovery and hope in the world of pelvic arch - hop and college sport.']",child,['drama'],0.3612,0,1
legion,A motley crew of apocalypse survivors living at an abandoned truck stop never suspects that the pregnant woman among them is carrying the Messiah.,adult,"['action', 'horror', 'sci-fi']",-0.4878,0,0
bulbbul,"A child bride grows up to be an enigmatic woman presiding over her household, harboring a painful past as supernatural murders of men plague her village.",adult,['horror'],-0.7845,1,0
mile in his shoes,"[""The chronicle of Mickey Tussler, a young man with a character of autism who is recruit by a passionate coach to incline for his minor league team. His team is starting another losing season and the coach is take pressured by the team ' s owner to set out winning games.""]",child,['drama'],0.5106,0,1
girls revenge,"After a sex video subjects her friend to mockery and bullying, a transfer student sets out to reveal the truth as campus secrets come to light.",adult,['drama'],-0.1779,0,0
warlock,"A warlock and witch-hunter time travel from the 1600s to the 1990s, as the warlock searches for ultimate control of Satan's Bible and the destruction of all creation.",adult,"['action', 'horror']",-0.3818,1,0
arashis diary voyage,"['Twenty twelvemonth after their debut, join the dear members of Arashi on a raw journey as they showcase their animation, talents and talent to the world.']",child,['documentary'],0.8176,0,1
puppy star christmas,"A new pack of Pup Star pooches stumbles upon a rival team’s plan to ruin Christmas, then ends up at the North Pole to try and save the holiday spirit.",child,['comedy'],0.4215,0,1
silicon cowboys,"['This infotainment severalise the story of Compaq Computer and its three laminitis, world health organization in 1982, took on Goliath IBM at the height of its microcomputer dominance.']",child,['documentary'],0.2023,0,1
spirit of the game,A missionary travels to Australia and learns to reach out through his passion for sport.,child,['drama'],0.4767,0,1
lost found music studios,"['Teen isaac bashevis singer - songwriters in an elite music program physique bond of friendship, creative thinking and romance while turn their passion into their professing.']",child,"['comedy', 'drama']",0.9022,0,1
good man,A former assassin (Steven Seagal) goes off the grid on a guerilla-warfare-style mission.,adult,['action'],0.0,1,0
cinta teruna kimchi,"When a young man determines to discover his father's true identity, he faces unexpected realizations that shake his sense of self.",child,['drama'],0.2732,0,1
mighty little bheem festival of colors,"From surprising stage performances to spraying colors with friends, join baby Bheem for all his Holi hijinks during the special spring festival.",child,['comedy'],0.9062,0,1
penny dreadful,"The classic tales of Dracula, Frankenstein, Dorian Gray and more are woven together in this horror series set on the dark streets of Victorian London.",adult,"['drama', 'horror']",-0.657,0,0
tees maar khan,['A flamboyant con artist and his ring of jubilant robber gamble with fate when runner charter them to swipe antiques from a speeding train.'],child,['comedy'],0.3612,0,1
invisible guardian,"When an FBI-trained cop returns to her Navarre hometown to catch a killer targeting local teens, she must also face personal demons from her past.",adult,['thriller'],-0.6486,1,0
udaan,"Upon returning to his industrial hometown, a young man must decide whether to follow his own dreams or acquiesce to his father's plans for his future.",adult,['drama'],0.4019,0,0
christmas with a view,"Still reeling from a business failure, the restaurant manager of a ski resort finds her world jolted by a new chef, who has his own hidden past.",child,['romance'],-0.5106,0,1
from stress to happiness,"A stressed-out documentary filmmaker goes on a journey of discovery with a pair of monks, one of whom is known as ""the happiest man in the world.""",child,['documentary'],0.6369,0,1
spirit of the game,['A missionary travels to Commonwealth of australia and learns to extend to out done his passion for sport.'],child,['drama'],0.4767,0,1
blue miracle,"To save their cash-strapped orphanage, a guardian and his kids partner with a washed-up boat captain for a chance to win a lucrative fishing competition.",child,['drama'],0.8402,0,1
72 cutest animals,This series examines the nature of cuteness and how adorability helps some animal species to survive and thrive in a variety of environments.,child,['documentary'],0.8442,0,1
maos last dancer,"['"" Mao \' second Last Dancer "" is the inspiring unfeigned story of Li Cunxin and his sinful journeying from a inadequate upbringing in rural China to international stardom as a world - social class ballet social dancer. It compellingly captures the struggles, sacrifices and triumphs, as well as the intoxicating effects of first love and celebrity amid the pain of exile.']",child,['drama'],0.7184,0,1
balto,"['Balto, who is half masher and half frankfurter, endures the taunts of reject humans as helium lead a precious lading of medicine through with the Alaskan wintertime.']",child,['drama'],0.5719,0,1
social animals,"This documentary follows a trio of teens – a daredevil photographer, an aspiring model and a lonely Ohio girl – and Instagram's impact on their lives.",adult,['documentary'],-0.25,0,0
ma raineys black bottom a legacy brought to screen,"Viola Davis, Denzel Washington, George C. Wolfe and more share the heart, soul and history that brought August Wilson’s timeless play to the screen.",child,['documentary'],0.5984,0,1
nova bird brain,Scientists test avian aptitude and challenge concepts of intelligence with examples ranging from puzzle-solving crows to parrots with a sense of time.,child,['documentary'],0.5267,0,1
panti sisters,Three gay siblings are told by their terminally ill father that they must each produce a grandchild in order to inherit their share of his fortune.,adult,['comedy'],-0.1531,0,0
tuca bertie,Free-spirited toucan Tuca and self-doubting song thrush Bertie are best friends – and birds – who guide each other through life's ups and downs.,adult,['comedy'],0.8074,0,0
defendor,"Despite lacking any actual superpowers, Arthur Poppington transforms himself into the costumed vigilante Defendor. But danger beckons when our hero tries to protect a young prostitute from an assailant who turns out to be a corrupt undercover cop.",adult,"['comedy', 'drama', 'sci-fi']",0.5719,0,0
for petes sake,A housewife tries to finance her cab-driving husband's education.,child,['comedy'],0.0,0,1
who the fk is that guy,"Take a ride through the life of record exec Michael Alago, a gay Puerto Rican New Yorker who signed a slew of musical acts, including Metallica.",adult,['documentary'],0.0,0,0
christmas with a prince,A dedicated pediatrician reconsiders her feelings for a carefree prince as he secretly recovers from a ski accident alongside her young patients.,child,"['comedy', 'drama', 'romance']",0.3818,0,1
brahman naman,This homage to 1980s teen sex comedies follows a college quiz bowl champion who knows almost everything – except how to talk to women.,adult,['comedy'],0.765,0,0
barry,"A young Barack Obama forges his identity while dealing with race, divergent cultures and ordinary life as a New York City college student.",adult,['drama'],0.0,0,0
lift like a girl,"['With the direction of her relentless coach, a teen lifter emerges from a scrappy education camp in Arab republic of egypt to compete at the title degree.']",child,['documentary'],0.4767,0,1
blood pact,"An ambitious TV reporter uses risky and ethically questionable methods to report on gang wars and police corruption in the Amazon port of Belém, Brazil.",adult,['drama'],-0.4215,1,0
stephanie,"A menacing, unseen force stalks a young girl living by herself in a suburban house, where she's surrounded by reminders of her once-happy family.",adult,['horror'],0.0,0,0
last circus,"A twisted love triangle evolves into a ferocious battle between a Sad Clown and a Happy Clown, escalating to unbelievable heights in this shocking, irreverent and unforgettable film.",adult,"['comedy', 'drama', 'horror']",0.1217,0,0
uma maheswara ugra roopasya,"Defeated and humiliated in a fight while trying to defuse a conflict among his fellow villagers, a photographer vows revenge on his attacker.",adult,"['comedy', 'drama']",-0.9477,1,0
frances ha,"Determined to make it as a modern dancer in New York, a young woman pursues her unlikely goal with more enthusiasm than natural talent.",adult,"['comedy', 'drama']",0.8795,0,0
meet my valentine,"After finding out he has only months to live, Tom sets out to make sure that his wife and daughter are taken care of after he is gone by finding the perfect match for his wife. TV-PG-D",child,['drama'],0.8481,0,1
trading paint,"A down and out stock car racing legend (John Travolta) is drawn back to the dirt track when his son (Toby Sebastian), an aspiring driver, joins a rival racing team, which sparks an intense and dangerous competition between father and son.",adult,"['action', 'adventure']",-0.6369,0,0
white god,"Lili is forced to give up her dog Hagen because its mixed-breed is deemed ""unfit"" by The State. She and the dog begin a journey back to each other, while all of the ""unfit"" dogs rise up under a new leader, Hagen.",adult,"['drama', 'horror']",-0.4588,0,0
travel mates 2,"When struggling singer Onur decides to return to his old job, incurable klutz Şeref organizes a surprise tour full of pitfalls and mishaps.",adult,['comedy'],-0.1779,0,0
peppermint,"After her family is murdered, a mild-mannered mom remakes herself into a badass vigilante in order to exact violent justice.",adult,['action'],-0.7579,1,0
teen patti,"Luck brings together math expert Perci Trachtenberg and obscure genius Venkat Subramaniam in a casino, but the foundations of probability may be utterly altered when their chat leads Subramaniam to try a new theory in the gambling dens of Mumbai.",child,"['drama', 'thriller']",0.25,0,1
tropic thunder,"Ben Stiller, Jack Black and Robert Downey Jr. lead an ensemble cast in 'Tropic Thunder,' an action comedy about a group of self-absorbed actors who set out to make the most expensive war film.",adult,"['action', 'comedy']",-0.3976,1,0
guatemala heart of the mayan world,"From Sierra de las Minas to Esquipulas, explore Guatemala's cultural and geological wealth, including ancient Mayan cities and other natural wonders.",child,['documentary'],0.6908,0,1
hell of a ride,"['Steve Kelly, a retired rodeo fighter, accepts a rematch with a notorious bucking bull, the same one that ended his career several years sooner. Steve battles with the prospect of a fading career and the chance to love his estranged married woman Dannii again.']",child,['drama'],0.8442,0,1
disappointments room,"Dana, her husband David and their 5-year-old son Lucas start a new life after moving from the hustle and bustle of Brooklyn, N.Y., to a stately old manor in the quiet countryside. After settling in, Dana starts to experience terrifying visions and dreams that she cannot explain. The mystery grows when she stumbles upon a secret room in the attic.",adult,"['drama', 'horror']",-0.0258,0,0
family blood,"A former addict moves to a new city with her children for a fresh start, but her struggle soon takes on an unexpected, supernatural dimension.",adult,['horror'],-0.3182,0,0
marriage or mortgage,A wedding planner and a real estate agent compete to win the hearts and budgets of spouses-to-be. Will they pick fairy-tale nuptials or a dream home?,child,['romance'],0.7003,0,1
how to become a tyrant,"Ruling with an iron fist requires an aspiring dictator to know the playbook for absolute power, as history's despots prove in this sardonic docuseries.",adult,['documentary'],0.0,0,0
gallipoli,['Two Australian sprinter face the brutal realities of war when they are sent to fight in the Gallipoli campaign in Turkey during Humanity War 1.'],child,['action'],-0.9382,1,1
menashe,"A year after his wife's death, a widower faces pressure from his Hasidic community to give up his son for adoption unless he finds a new partner.",child,['drama'],-0.7269,1,1
monsters dark continent,An American platoon stationed in the Middle East is thrust into battle with a breed of tentacled aliens whose rapid spread threatens human survival.,adult,"['action', 'drama']",-0.6369,0,0
childs play,"When a rash of murders unfolds, 6-year-old Andy knows that his toy doll Chucky is the killer, but neither his mom nor the cops believe him.",adult,['horror'],-0.7184,1,0
children of god,"A former member examines the lingering effects of being raised in the Family, a cult whose disturbing practices include the sexual abuse of children.",adult,['documentary'],-0.8176,0,0
star trek original,"In the final season of this groundbreaking sci-fi series, Kirk tries to track down Spock's (Leonard Nimoy) stolen brain, reenacts the shootout at the O.K. Corral and gets trapped between dimensions.",child,['sci-fi'],-0.765,1,1
horse girl,"A sweet misfit with a fondness for crafts, horses and supernatural crime shows finds her increasingly lucid dreams trickling into her waking life.",adult,['drama'],0.6705,1,0
intent,"After burgeoning criminal Gunz joins the increasingly violent TIC crew, the gang finds itself dealing with threats from all sides.",adult,"['drama', 'thriller']",-0.8779,1,0
intervention,A weekend getaway for four couples takes a sharp turn when one of the couples discovers the entire trip was orchestrated to host an intervention on their marriage.,adult,"['comedy', 'drama']",0.0,0,0
just in time,"[""A punctilious clerk for a bookstall that has just be shuttered on the spur of the moment obtain herself taking care of her cousin german ' s witty 11 - class - old girl.""]",child,"['comedy', 'drama']",0.4939,0,1
underworld scandal,"Returning for their final film in the Big Town series, crusading newspaper editor Steve Wilson (Reed) and his girl Friday Lorelei Kilbourne (Brooke) come to the aid of wayward teenage boys by paroling them under his care. Steve attempts to set up jobs and a Youth Center for the boys, putting five of them on a basketball team. However, local gangsters soon use the center to hide their ill-gotten gains and try to throw a basketball match with the boys, aided by one of the boys, Tommy. After one of Tommy's fellow miscreants is killed, Tommy amends his ways and helps put the gangsters away for good with Steve and Lorelei's help. Look for former Our Gang members ""Alfalfa"" Switzer and Tommy ""Butch"" Bond as two of the teenage hoodlums.",child,['drama'],0.765,1,1
good detective,"When doubts rise about a five-year-old murder conviction, a veteran detective partners with a young hotshot to hunt down the case's hidden truths.",adult,['drama'],-0.6249,1,0
rumble,"An ex-MMA champion reduced to fixing fights in Mexico must win one last match to save his girlfriend, who's been kidnapped by the mob.",adult,['action'],0.8481,1,0
space force,A four-star general begrudgingly teams up with an eccentric scientist to get the U.S. military's newest agency — Space Force — ready for lift-off.,adult,['comedy'],0.3612,0,0
little miss sunshine,"A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus. A quirky, heartfelt comedy-drama. Winner of two Oscars.",adult,"['comedy', 'drama']",0.926,0,0
boy called po,"[""After his wife ' s death, an overworked engineer struggle to care for his son with autism, world health organization regresses into a fantasy man to run real - life intimidation.""]",child,"['drama', 'sci-fi']",-0.7506,1,1
evangelion death ²,"Fifteen years after the Second Impact, apathetic teen Shinji joins his father's group NERV to fight the Angels. But the truth may destroy them all.",adult,['action'],-0.6369,1,0
dark side of life mumbai city,"Struggling with Mumbai's pressures and private battles with depression, six lives intersect just as they reach a breaking point.",adult,['drama'],-0.8834,0,0
dare to be wild,Irish landscape designer Mary Reynolds fights to bring her wild and unconventional style to the esteemed Chelsea Flower Show.,child,"['drama', 'romance']",0.0516,1,1
she did that,"['Turn privileged the life of extraordinary, black female enterpriser as they discuss building legacy and pioneer a new future for the next generation.']",child,['documentary'],0.0,0,1
si doel the movie 2,"As Sarah and her child look to settle in Jakarta, Zaenab searches for answers and gets caught between defending her marriage to Doel or letting it go.",child,['drama'],0.0,0,1
mean streets,"In New York's Little Italy, a low-level hoodlum wrestles with loyalty to his mobster uncle, his faith and his friendship with an inveterate gambler.",adult,['drama'],0.8481,0,0
nature raising the dinosaur giant,['Sir St. david Attenborough prove a recently discovered collection of dinosaur fossils. CGI and leash - D scans bring out what the beast may have face like.'],child,['documentary'],0.3612,0,1
time the kalief browder story,"This series traces the tragic case of Kalief Browder, a Bronx teen who spent three horrific years in jail, despite never being convicted of a crime.",adult,['documentary'],-0.8979,1,0
miss panda mr hedgehog,"['When a gifted patissier with a gloomy past meets a bright and easygoing café possessor, he begins to drop his thorns and larn to make love over again.']",child,['romance'],0.8316,0,1
kanavu variyam,"Despite doubts from fellow villagers who think he’s crazy, an ambitious dropout commits himself to solving a persistent local electricity crisis.",child,"['comedy', 'drama']",-0.0031,0,1
patrick,"When a schoolteacher inherits an adorable pug, she has to find a way to take care of it while dealing with her flatlining love life.",child,['comedy'],0.891,0,1
highrise invasion,"High schooler Yuri finds herself atop a skyscraper in a strange world, where she must survive against masked assailants bent on killing their prey.",adult,['thriller'],-0.7351,1,0
carmen sandiego,"A master thief who uses her skills for good, Carmen Sandiego travels the world foiling V.I.L.E.'s evil plans – with help from her savvy sidekicks.",child,['thriller'],-0.4939,1,1
fathers daughters,"From the director of Seven Pounds and The Pursuit of Happyness, and featuring an all-star cast led by Russell Crowe, Fathers and Daughters is a powerful story of love, loss and the tragedies that bring us together and tear us apart.",adult,['drama'],0.4215,0,0
king,Wayward Prince Hal must turn from carouser to warrior king as he faces hostilities from inside and outside the castle walls in the battle for England.,adult,['drama'],-0.6908,1,0
1 chance 2 dance,"When an aspiring dancer is uprooted during her senior year of high school, she finds herself torn between two boys – and with one shot at her dream.",child,"['drama', 'romance']",0.0,0,1
blow the man down,"Welcome to Easter Cove, a salty fishing village on the far reaches of Maine’s rocky coast. Grieving the loss of their mother and facing an uncertain future, Mary Beth and Priscilla Connolly cover up a gruesome run-in with a dangerous man. To conceal their crime, the sisters must go deeper into Easter Cove’s underbelly and uncover the town matriarchs' darkest secrets.",adult,"['comedy', 'drama']",-0.9246,1,0
who killed the electric car,"[""An investigation into the demise and resurrection of the electric car, as well as the part of renewable energy and sustainable bread and butter in our country ' s hereafter.""]",child,['documentary'],-0.1779,1,1
trolls the beat goes on,"As Queen Poppy welcomes a new time of peace in Troll Village with parties, sports and holiday celebrations, Branch tries to be more fun-loving.",child,['comedy'],0.891,0,1
growing up coy,"[""Filmmakers survey a Colorado river folk ' s extremely public battle for the right of their transgender daughter, Coy, in a watershed civil right hand case.""]",child,['documentary'],-0.3774,0,1
only when i laugh,"An actress decides to give up custody of her daughter in order to ""straighten out her life.""",adult,"['comedy', 'drama']",0.0,0,0
star trek the next generation,"Decades after the adventures of the original Enterprise crew, Capt. Jean-Luc Picard leads a new Enterprise on missions to explore unknown worlds.",child,"['action', 'sci-fi']",0.5719,0,1
occupant,An unemployed advertising executive begins stalking the new tenants of his former home and his motives toward the family turn sinister.,adult,['thriller'],-0.5994,1,0
aggression scale,"Four heavily armed hitmen and two unusual teenagers go to war over $500,000 of stolen cash.",adult,"['action', 'adventure']",-0.7964,1,0
life partners,Sasha (Leighton Meester) and Paige (Gillian Jacobs) use their co dependent friendship to not venture into the dating world. When Paige meets Tim (Adam Brody) and get serious their friendship changes. Sasha tries to keep their relationship the same.,adult,"['comedy', 'drama', 'romance']",0.6705,0,0
billy the exterminator,"[""Join us as we postdate Billy Bretherton and his pest - removing family as they ' re called to take concern of Pelican state ' s most uttermost extermination case with a gross blending of drama and humor.""]",child,"['documentary', 'drama']",0.8807,0,1
edha,"Revenge, passion and dark secrets push a successful fashion designer and single mother to her limits when she meets a handsome and mysterious man.",adult,['drama'],0.765,0,0
danny says,"This documentary profiles eccentric publicist Danny Fields, who helped launch the careers of innovative new artists who would become musical icons.",adult,['documentary'],0.4404,0,0
mitchells vs the machines,['A golem apocalypse put the bracken on their cross - country road trip. Now information technology ’ s up to the Maria mitchell — the world ’ s weirdest family — to deliver the human race.'],child,['comedy'],0.3182,0,1
tom and jerry the magic ring,"When a young wizard leaves Tom to guard his priceless magic ring, Jerry gets the ring stuck on his head, igniting a series of slapstick antics.",child,['comedy'],-0.25,0,1
fireworks,"[""Middle schooler Nazuna desperately want to run by with her schoolmate Norimichi, who somehow flex back time on this fateful summer ' s day.""]",child,['romance'],-0.3818,0,1
take,"After a mix-up lands him in hot water, a skilled pickpocket is forced to help a no-nonsense CIA operative track a terrorist group in Paris.",adult,['action'],-0.7184,1,0
227,"['In a world gone "" condominium, "" apartment building 227 is much more than than just a street address – information technology \' s a haven from the fast - paced life of Washington d.c. D. C. for its many tenants. Through the good times and the bad, through rent hikes and garbage strikes, the tenant of 227 are a close - knit, tough, not always harmonious family, and Mary Jenkins is the "" thread "" that keeps them together.']",child,['comedy'],-0.7253,0,1
playing with fire,Three prosperous women – including a mother and her daughter – fall for a seductive man in Colombia's Coffee Triangle.,adult,['romance'],0.4767,0,0
first lady,"Dreaming of a better life, an imperiled prostitute crosses paths with a wealthy company heir who’s been transformed into a child by his evil uncle.",adult,['drama'],0.0,0,0
historic hotels of america,"Produced in cooperation with the National Trust for Historic Preservation and shot entirely on location throughout the US, this series features some of the most prestigious and historic hotels in the nation. Each program highlights the facilities and unique history of the hotel and surrounding region as well as it's cuisine and special amenities that make them true American treasures.",child,['documentary'],0.9136,0,1
line walker,A Hong Kong intelligence officer tasked with finding undercover agents whose identities have been erased finds herself in the paths of rival triads.,adult,"['action', 'drama']",0.4767,0,0
paper lives,"In the streets of Istanbul, ailing waste warehouse worker Mehmet takes a small boy under his wing and must soon confront his own traumatic childhood.",adult,['drama'],-0.802,1,0
until september,"Paris is set ablaze in this passionate romantic tale of a stranded American tourist (Karen Allen), a handsome young Frenchman (Thierry Lhermitte) and the magnetic, secret affair that binds them.",adult,['drama'],0.872,0,0
dead set,"While the housemates in the Big Brother house remain oblivious, fast-moving hordes of the undead decimate the studio compound.",adult,"['horror', 'thriller']",0.0,0,0
7 din mohabbat in,"['Given exactly septet days by a djinni to get hold a young lady who will fall for him, a nerdy young man embarks on a harum scarum and messy lookup for his would - be wife.']",child,['comedy'],-0.4019,0,1
last boy scout,Private eye Joe Hallenbeck is forced to team up with a disgraced quarterback to uncover a conspiracy by a politician and a football team owner.,adult,"['action', 'comedy']",-0.8555,0,0
celestine prophecy,"[""Based on James Redfield ' s worldwide best - merchandising novel, The Celestine Prophecy is a spiritual adventure film chronicling the breakthrough of ancient scrolls in the rainforests of Peru. The prophecy and information technology ix key insights forecast a worldwide waking up, arising within all religious traditions, that moves humanity toward a deeper experience of spirituality.""]",child,"['adventure', 'drama']",0.5574,1,1
til death do us part,"Based on the speculative short stories of MirrorFiction, this sci-fi thriller anthology plunges headlong into our deepest desires – and darkest fears.",adult,"['drama', 'thriller']",-0.6369,0,0
boss baby back in business,['The Boss Baby impart his bragging brother Tim to the function to teach him the fine art of business in this animated serial sprung from the collision film.'],child,['comedy'],0.0,0,1
weeds,A suburban mother starts selling marijuana to her affluent neighbors so she can maintain her comfortable lifestyle after her husband's sudden death.,adult,"['comedy', 'drama']",-0.1531,1,0
gods not dead a light in darkness,"['After a flack founder out at his church service, a pastor front a legal conflict against university leaders world health organization wish to push the fold off the campus.']",child,['drama'],-0.2023,0,1
shk heroforce,"While Noah, Hope, and Eden are moving out of their old house, they discover a hidden virtual reality gaming console in the attic that acts as a portal between the game HeroForce and Real Life. The kids must find and protect the power rings from the hands of the evil bosses that have crossed into Real Life in search of the rings.",child,['action'],0.0258,0,1
elite short stories nadia guzmán,"Nadia feels conflicted about whether or not to see her long distance boyfriend, Guzmán, when she returns to Spain for her sister's wedding.",adult,['romance'],0.0,0,0
sarajevo,"['Tasked with run the assassination of Archduke Franz Ferdinand, an honorable magistrate finds himself aim by the shadowy perpetrators.']",child,['drama'],-0.34,0,1
babar,"The charming, classic adventures of Babar, the King of the Elephants, and his family and friends.",child,['comedy'],0.8519,0,1
single wives,"Looking for a second chance at love, four formerly married women are put in various romantic situations then receive feedback from a dating coach.",adult,['romance'],0.836,0,0
biggie i got a story to tell,"Featuring rare footage and in-depth interviews, this documentary celebrates the life of The Notorious B.I.G. on his journey from hustler to rap king.",adult,['documentary'],0.2023,0,0
illegal woman,An immigration lawyer and a Nigerian woman caught in a ring of corruption team up to uncover the truth behind a suspicious death in a detention center.,adult,['drama'],-0.765,1,0
bolt,"This tale follows German shepherd Bolt, a canine actor who makes a cross-country trek when he's mistakenly shipped from Hollywood to New York City.",child,['comedy'],-0.296,0,1
de palma,"Iconoclastic film director Brian DePalma takes a look back at the production of such classic movies as ""Carrie,"" ""Scarface"" and ""The Untouchables.""",adult,['documentary'],0.0,0,0
rivers edge,"High schooler Haruna befriends loner Yamada, then is drawn into the tangled relationship between him, a model and the girl who loves him unreasonably.",adult,['drama'],0.34,0,0
breed,"Vampires have lived among us, in relative peace, for hundreds of years. However, one blood-thirsty member of the undead is out to change that. In hot pursuit is a young cop and his new partner, a noble vampire intent on righting the wrongs of his kin.",adult,['action'],0.7579,1,0
trollhunters,"After uncovering a mysterious amulet, an average teen assumes an unlikely destiny and sets out to save two worlds. Created by Guillermo del Toro.",child,"['action', 'sci-fi']",0.6369,0,1
hajwala the missing engine,A competitive streetcar racer's obsession with winning drive him to develop a vehicle with an innovative engine that's never been used before.,child,"['action', 'drama']",0.6808,0,1
real macaw,"['An ancient talking macaw named Mac becomes the saving grace for an elderly humanity menace with a breast feeding home, when it is discovered that the spill bird knows the whereabouts of a inhumed treasure from its days with a pirate. His grandson decides to go off on the hunt just to expose that a recourse now exists where the treasure is buried.']",child,['action'],0.4939,0,1
like water for chocolate,"When Pedro marries her sister, Tita throws herself into her cooking – and discovers she can transfer her emotions through the food she prepares.",adult,['drama'],0.0,0,0
monty dons french gardens,"['TV personality Monty Preceptor visits French republic ’ s most celebrated garden to apprehend up the influence of power, culture and passionateness on their conception and designs.']",child,['documentary'],0.4588,0,1
mayor,"With the presidency in mind, the incumbent mayor of Seoul runs for an unprecedented third term – and will stop at nothing to keep his secrets hidden.",adult,['drama'],-0.296,0,0
willoughbys,Four siblings with horribly selfish parents hatch a plan to get rid of them for good and form a perfectly imperfect family of their own.,child,['comedy'],-0.1779,0,1
world we make,"A teenage equestrian and a local football player fall for each other, but simmering racism in their small town puts their relationship to the test.",child,"['drama', 'romance']",-0.7684,0,1
cheer,This gripping docuseries follows the ups and downs of Navarro College's competitive cheer squad as they work to win a coveted national title.,adult,['documentary'],0.8316,0,0
american crime story the people v oj simpson,"This anthology series dramatizes historic criminal cases in the U.S., including the O.J. Simpson trial and Andrew Cunanan's 1997 murder spree.",adult,['drama'],-0.8442,1,0
history of swear words,"Nicolas Cage hosts this proudly profane, funny and engagingly educational series about the history and impact of the most notorious English swear words.",adult,"['comedy', 'documentary']",0.7178,0,0
tokyo trial,"In the wake of World War II, 11 Allied judges are tasked with weighing the fates of Japanese war criminals in a tense international trial.",adult,['drama'],-0.9313,1,0
la leyenda del diamante,"When a gun-toting rebel tries to rescue her kidnapped sister, she finds herself up against a widely feared desperado and a cursed guardian of treasure.",adult,"['action', 'sci-fi']",0.1779,1,0
9 months that made you,"[""Witness the wonder of human pregnancy done cut - edge CGI, and learn how those nine calendar month privileged the uterus backside affect all aspects of one ' s life.""]",child,['documentary'],0.0,0,1
in search of aliens,"['Follows Ancient Cosmonaut Theorist Giorgio Ampere. Tsoukalos as he explores the most recent discoveries connect to the hundred old chronicle of Atlantis. By investigating a series of clew, Tsoukalos endeavors to narrow belt down the possible location of Atlantis.']",child,['documentary'],0.0,0,1
witness who didnt see anything,"[""Pressure by cop into testifying as an eyewitness to a neighbor ' s murder, a children ' s TV host take on a new character after the trial.""]",child,['comedy'],-0.765,1,1
coldest game,"During 1962’s Cuban missile crisis, a troubled math genius finds himself drafted to play in a U.S.-Soviet chess match – and a deadly game of espionage.",adult,"['drama', 'thriller']",-0.6908,0,0
ghosts on the loose,"The East Side Kids try to fix up a house for newlyweds, but find the place next door ""haunted"" by mysterious men.",child,"['comedy', 'horror']",0.0,0,1
rhyme reason,"The world and culture of rap song topics such as race, violence, police, family and sex are examined by hip-hop performers from both coasts.",adult,['documentary'],-0.6249,1,0
prison playbook,"With his major league baseball debut right around the corner, a star pitcher lands in prison and must learn to navigate his new world.",adult,['comedy'],-0.5106,0,0
ginny weds sunny,"Eager to marry but constantly rejected by women, a bachelor hopes to win over a former crush by accepting help from an unlikely source: her mother.",adult,"['comedy', 'romance']",0.9052,0,0
quiet victory the charlie wedemeyer story,"When high school football coach Charlie Wedemeyer is diagnosed with Lou Gehrig's disease, he perseveres in leading his team despite becoming disabled.",child,['drama'],0.0,0,1
donovans reef,"The Duke, Lee Marvin and Jack Warden play navy buddies that made the French Polynesian island of Haleakaloha their post-war paradise. Local headquarters is Donovan's Reef, Wayne's watering hole.",child,"['action', 'comedy']",0.765,1,1
little miss sumo,"['In an ancient sport traditionally book for men, xx - class - one time female sumo prodigy Hiyori attempt to inspire Japan ’ s national pastime.']",child,['documentary'],0.0,0,1
buddy thunderstruck,"['Follow the outrageous, gamy - octane adventures of Buddy Thunderstruck, a hand truck - racing dog who brings catgut and dependable time to the town of Greasepit.']",child,['comedy'],0.3182,0,1
nova thai cave rescue,An international team of rescue workers race to save 12 young soccer players and their coach trapped in a flooded cave in Thailand.,child,['documentary'],0.4767,0,1
devil and father amorth,"In Rome, ""Exorcist"" director William Friedkin follows a 91-year-old priest who performs a real demonic exorcism on a woman from a small Italian town.",child,"['documentary', 'horror']",0.0,0,1
anima,"In a short musical film directed by Paul Thomas Anderson, Thom Yorke of Radiohead stars in a mind-bending visual piece. Best played loud.",child,['drama'],0.765,0,1
better call saul,"This Emmy-nominated prequel to ""Breaking Bad"" follows small-time attorney Jimmy McGill as he transforms into morally challenged lawyer Saul Goodman.",adult,"['comedy', 'drama']",-0.5994,0,0
changing the game,A young star at a Wall Street firm finds that the white-collar world is filled with as much crime and death as the dangerous hood where he was raised.,adult,"['action', 'drama']",-0.8885,1,0
bad genius,A top student gets pulled into a cheating racket with increasingly higher risks and even higher rewards. But she may lose much more than she gains.,adult,"['drama', 'thriller']",-0.1165,1,0
pup star world tour,"Talented pooches from around the world compete to be the next Pup Star, but behind-the-scenes schemes threaten to ruin the fun.",child,['comedy'],-0.4588,0,1
john mulaney the sack lunch bunch,"['John Mulaney and his kid chum tackle experiential subject for all eld with catchy song, drollery sketches and special guests in a nostalgic motley special.']",child,['comedy'],0.7845,0,1
love family,A wealthy heir's search for a nameless childhood sweetheart leads him to an inn run by a family with three sisters. But which one is his true love?,adult,"['comedy', 'romance']",0.9313,0,0
