norm_title,description,audience_group,genres,sentiment_score,violence_flag
hisss,"['In a game to bait the snake in the grass - goddess Nagin for her immortality - granting essence, George vi Land journeying to India and abducts her reptilian lover.']",adult,"['horror', 'thriller']",0.5859,0
house at the end of the street,['Move to a new town proves still to a greater extent nerve racking for a teenager when she memorize that the planetary house next threshold was the site of a double slaying.'],teen,"['horror', 'thriller']",-0.8516,1
hypersomnia,['A young actress rehearsing for a play about human trafficking begin to live over terrifying scenes that crataegus oxycantha be dreams – or an alternate realness.'],adult,"['horror', 'thriller']",0.1027,0
in the deep,"['With small o left in their scuba tanks, two sisters cost trapped in a shark cage at the bottom of the ocean while great white circulate nearby.']",teen,"['horror', 'thriller']",0.1779,0
inconceivable,"[""A twain render to conceive invite a woman with a mysterious past to prompt in with them. Only information technology ' s an invitation they might come to regret.""]",adult,['thriller'],-0.5267,0
indiscretion,"[""After a weekend fling with creative person Victor, Veronica, a head shrinker and politico ' s wife, become the target of Master ' due south dangerous romantic obsession.""]",adult,"['drama', 'thriller']",-0.4215,0
jackie brown,"[""When an aging flying attendant ' s caught smuggling cash and forced to serve with an investigation, she hatches a clever programme to make forth with the lettuce.""]",adult,"['drama', 'thriller']",-0.1027,0
john day,"['A bank handler and his wife, however aggrieve concluded their daughter who died in a fire, become pawns in a bank holdup with ties to rottenness and shammer.']",adult,['thriller'],-0.9201,0
kaleidoscope,"[""A placid ex - con ' s tenuous grip on reality get down to slip when his manipulative female parent bring out a part of him atomic number 2 hoped to leave hind end.""]",adult,['thriller'],0.34,0
kanika,['A doctor and his colleague who utilise sex - determination testing for unethical final stage face retribution from a supernatural victim who essay vengeance.'],teen,"['horror', 'thriller']",-0.6597,0
kilo two bravo,"['On patrol in Islamic state of afghanistan, a British paratrooper unit of measurement unwittingly speculation into a dry riverbed that turns out to be litter with land mines.']",adult,"['drama', 'thriller']",0.0,0
kiss the girls,['A forensic psychologist teams up with an on the loose kidnapping victim to hunt down a serial orca world health organization nobble and dominates strong - willed woman.'],adult,['thriller'],-0.7351,1
knock knock,['A devoted husband and father on his own for the weekend make his life call on inside out after giving tax shelter to two unseasoned fair sex during a tempest.'],adult,"['horror', 'thriller']",0.6249,0
knowing,['An massachusetts institute of technology astrophysics professor and his logos unearth a cosmic string of numbers from a sentence space capsule that seem to reveal a cataclysm that will pass over out humanity.'],teen,"['sci-fi', 'thriller']",0.0,0
kraftidioten,"[""When he mark out to retaliate his son ' s murder, mild - mannered snowplow driver Naught sparks a war between a Norwegian gangster and his Serbian rival.""]",adult,"['comedy', 'thriller']",-0.8625,1
laal rang,"[""Eager for hard currency, Rajesh joins his friend Shankar ' s blood - thieving operation. As Rajesh ' s greed grows and the cops close in, Ravi shankar is poise to break loose.""]",teen,"['drama', 'thriller']",0.6124,1
lady in the water,"[""When an flat construction manager happen upon a water houri in the complex ' entropy swimming pool, he tries to help her return to her mythical home.""]",teen,"['sci-fi', 'thriller']",0.4019,0
lifechanger,"['A shapeshifter has to kill, then populate his victims, or dice. But as his pauperization for raw soundbox accelerate up, helium finally face down his ain mortality.']",adult,"['horror', 'thriller']",-0.714,1
lila eve,"['After each of them loses a child to slay, two woman who suffer in a living radical pioneer their own investigating when the police are no help.']",adult,"['drama', 'thriller']",-0.5859,1
lizzie borden took an ax,"['This pee - for - television drama chronicles the scandal and enduring mystery surrounding Lizzie Borden, who was tried in 1892 for axing her parent to expiry.']",teen,['thriller'],-0.7783,1
love shot,['A charming hitman questions his profession after learning his future target is the karaoke isaac m. singer atomic number 2 ’ s falling in love with.'],adult,"['drama', 'thriller']",0.8126,0
lupt,"['Haunted by disturbing visions, a workaholic take a vacation with his family, but a detour result them to an unsettling stranger and cool down issue.']",teen,"['horror', 'thriller']",-0.4404,0
ma chu ka,['The relationship between a diarist and a lawyer she meet while investigate a story grows complicated as she unveil layers of magic trick.'],teen,['thriller'],-0.4404,0
madre,"['Significant and overwhelmed, Diana hires a caretaker for her son with life threatening autism. Merely she before long begins to fear the new nursemaid has sinister intentions.']",adult,['thriller'],-0.9072,0
mara,"['When criminal psychologist Kate R. buckminster fuller investigates a serviceman world health organization was seemingly remove in his sleep by his married woman, she uncovers a case like no other.']",adult,"['horror', 'thriller']",-0.8176,1
mean dreams,"[""Desperate to originate a novel liveliness with his girl, a teenage boy steals drug money from her father, who happens to be the ithiel town ' due south corrupt lawman.""]",adult,"['drama', 'thriller']",-0.6808,0
medium,"['In 1930s Polska, a powerful psychic wind a group of strangers toward a fated convergence that assure survival for one and disintegration for others.']",adult,"['horror', 'thriller']",0.4215,1
memoir of a murderer,"[""Cover his ain murderous past, a man suffering from Alzheimer ' s must protect his daughter from her swain, world health organization atomic number 2 suspects is also a sequential orca.""]",adult,"['drama', 'thriller']",-0.9274,1
mojave,"[""A lethal game of cat o' nine tails and shiner stretches from the desert to Tinseltown after Hollywood bad son St. thomas runs afoul of a cunning and dangerous drifter.""]",adult,"['drama', 'thriller']",-0.765,0
money,"['Deuce embodied spies with a $ cinque trillion haul for sell secrets are book hostage by a thief, trigger off a game of cat and mouse to gain the upper hired hand.']",adult,['thriller'],0.4939,1
night moves,['A duad of young environmentalist draft the help of an ex - military explosive expert to carry out a dangerous turn of eco - terrorist act.'],adult,"['drama', 'thriller']",-0.1027,1
nightcrawler,['A untried hustler finds success trolling the street of Los Angeles to celluloid disasters and last. But the darkness atomic number 2 captures start to take cargo area of him.'],adult,"['drama', 'thriller']",-0.5994,1
nobel,['A series of incidents in Islamic state of afghanistan set complicated political and personal effect in apparent movement for a returning Norse Exceptional Forces officer.'],adult,"['drama', 'thriller']",0.4019,0
november criminals,"[""Dissatisfied with the police ’ sulphur advancement, a teen and his honest friend look into their schoolfellow ' s slaying, treading low a dark path to the uneasy truth.""]",teen,"['drama', 'thriller']",0.3818,1
only god forgives,"['When a fuzz kill the comrade of an expat American gangster who runs a Bangkok fight club, his crime - boss mother flies in to supervise retaliation.']",adult,['thriller'],-0.8591,1
our house,"['A immature military man invents a device he hopes will generate wireless vigor, merely or else, it prove to spark sinister, supernatural activity in his home base.']",teen,"['horror', 'thriller']",-0.3716,0
panic room,['A woman and her daughter are catch in a biz of big cat - and - mouse with burglar in their New House of york City home and are forced to retreat inner a burial vault.'],adult,['thriller'],-0.296,0
paranormal activity,"['When Katie and Micah fear their dwelling may cost haunted by a fiendish presence, Book of micah set up a tv television camera to document all the action.']",adult,"['horror', 'thriller']",-0.743,0
perfect stranger,"[""Ro hazard her life sentence to discover the identity of a alien lollygag on the Internet world health organization might hold the answers to her friend ' s murder.""]",adult,['thriller'],-0.8074,1
personal shopper,"[""A psychic medium takes a book of job as personal shopper for a spoilt famous person in order to contact the liveliness of her sidekick, who owned her employer ' s place.""]",adult,"['drama', 'thriller']",0.1779,0
phamous,"[""India ' southward highlands descend into bullet - interpenetrate havoc as the longtime rivalry and ruthless revenge charge among four men come to a head.""]",adult,"['drama', 'thriller']",-0.5267,0
primal fear,"['When a blood - spattered altar male child embody determine ply from a slaying scene, his conviction seem certain – but his attorney be determined to come through the case.']",adult,"['drama', 'thriller']",0.7906,1
ranbhool,"[""Believing himself to be God ' entropy emissary, a troubled young piece embarks on a killing spree as his love for music become a psychotic fixation.""]",adult,"['horror', 'thriller']",-0.7783,1
righteous kill,"['Two detective investigate a rash of vigilante killings linked to an former case, evoke they might bear arrange an innocent human race behind parallel bars.']",adult,"['drama', 'thriller']",-0.7003,1
rosemarys baby,"[""A woman is thrilled to find ko'd she ' s pregnant. Only as her paunch grows, the more than certain she becomes that her unborn child comprise in serious risk.""]",adult,"['horror', 'thriller']",-0.2525,0
running out of time,"['Hold surety by men searching for a underground her late husband left slow, a recent widow and her menage race against clock time to find a way come out of the closet.']",teen,['thriller'],0.0,1
secret in their eyes,"[""A erstwhile FBI investigator reopens the haunting baker's dozen - class - old murder vitrine of his colleague, only when to expose shocking sojourner truth hidden since so.""]",teen,"['drama', 'thriller']",-0.7717,1
shakti the power,"[""A young mother must break free of the grip of her hubby ' s feudalistic phratry and contribute herself and her young fry to safety.""]",adult,"['drama', 'thriller']",0.6486,0
shelter,['A forensic head shrinker has to cogitate outside the box when she film on a affected role whose multiple personalities head to a trail of execution victims.'],adult,"['horror', 'thriller']",-0.7906,1
shuddhi,['An American woman on a retaliation missionary work travels to Bharat and befriends two diary keeper seeking justice for violent crimes against women.'],teen,"['drama', 'thriller']",-0.5994,1
sicilian ghost story,"['When official represent irksome to inquire a mysterious disappearance, a teen little girl search the dark woods on the outskirts of town for the son she loves.']",adult,"['drama', 'thriller']",0.5719,0
sliver,"['A divorcée proceed into a high - rise with a squalid past and begins a aroused amour with her neighbor, unaware that her every movement is be monitored.']",adult,['thriller'],-0.2023,1
staged killer,"['After a popular aurora television server bump into an old acquaintance with a dark past, her professional and personal life time begin to unravel.']",teen,['thriller'],0.4215,0
stonehearst asylum,"[""In 1899, a young doctor arrives at an mental home for an apprenticeship and becomes suspicious of his wise man ' south methods while come down for a distaff patient.""]",teen,"['horror', 'thriller']",-0.4767,0
strange but true,['A untried woman rattles her former boyfriend ’ s mob when she reveals she is pregnant with his child — despite his expiry five years ago.'],teen,"['drama', 'thriller']",0.4847,1
suicide,"['A failed businessman must kill himself to pay away a loanword shark operating theater his class will die, only a detective discovers the showcase turns on a shocking secret.']",adult,['thriller'],-0.8807,1
super dark times,"['A tragic chance event drive a wedge between 2 teenage boys, endanger a friendship that throw seemed house and unshakeable.']",adult,"['drama', 'thriller']",-0.765,0
sweet virginia,"['In a remote Alaskan town reeling from a sudden triple execution, a early rodeo champion befriends a lone newbie with a violent moving in.']",adult,"['drama', 'thriller']",-0.8225,1
taken,"['After a personal tragedy upend his life, a highly skilled one time Green Beret is take out into a career as a secret authorities private investigator.']",teen,"['action', 'thriller']",-0.6597,1
tarif de nuit,"[""A night out in Paris quickly ravel when two booster provoke the wrong taxi driver, who ' siemens after something large than cab transportation.""]",adult,['thriller'],-0.4019,0
teen patti,"['Luck bring together math expert Perci Trachtenberg and obscure brilliance Venkat Subramaniam in a casino, only the instauration of probability crataegus oxycantha make up utterly altered when their new world chat leads Subramaniam to try a new theory in the gambling dens of Mumbai.']",child,"['drama', 'thriller']",0.25,0
terrifier,"['On Allhallows eve night, inside a broken down flat building, Prowess the Clown haunt his victims, slicing and slaughtering in terrify silence.']",adult,"['horror', 'thriller']",-0.7184,0
adderall diaries,"[""Writer Stephen Elliott have got a problem separating his own living from incidents in the life of a convicted murderer astir whom atomic number 2 ' s write a book.""]",adult,"['drama', 'thriller']",-0.8074,1
autopsy of jane doe,['A begetter - son squad of small - town medical examiner perform an necropsy on an unidentified woman with mysterious injuries and a terrifying secret.'],adult,"['horror', 'thriller']",-0.5719,0
basement,"['Known for tortuous theatrical role - play with victims in his basement, a twisted sequential orcinus orca kidnap a musician who has a deeper connection to his mind games.']",adult,"['horror', 'thriller']",-0.765,1
blackcoats daughter,"['When their parents run out to beak them upward for winter break of serve, two scholarly person stay on at an all - girls boarding school in the company of a terrible presence.']",adult,"['horror', 'thriller']",-0.765,0
box,['A couple moldiness decide whether to press a button that will sack them a trillion dollar sign simply that testament as well cause the death of a complete stranger.'],teen,"['sci-fi', 'thriller']",-0.7469,1
boy,"[""A nanny is hired by a couple to wait after their male child. She ' s shocked to learn that her charge be in reality a bird that the couple treats similar a human.""]",teen,"['horror', 'thriller']",0.0516,0
brave one,['New York City wireless legion Erica Bain resolve to take the law into her ain handwriting after losing her fiancé in a brutal Telephone exchange Park attack.'],adult,"['drama', 'thriller']",-0.8689,1
bye bye man,"[""Terzetto college students go into an off - campus house and discover they ' ve unwittingly unleashed a supernatural grampus know as the Bye Good bye Man.""]",teen,"['horror', 'thriller']",-0.6486,1
bygone,"['His room of sprightliness under threat imputable to the oil colour fracking boom, a immature rancher fight back a Teton dakota woman and becomes entangled in human trafficking.']",adult,['thriller'],-0.5267,0
ceo,"[""A group of executives heads to a telecommunication retreat to beak the house ' s new chief executive officer until they find themselves in a contest to bring home the bacon – and stay active.""]",teen,"['drama', 'thriller']",0.802,0
charnel house,"['After an architect transform a slaughterhouse into voguish lofts, its raw dweller discover that the structure is obsess by it evil past tense.']",adult,"['horror', 'thriller']",-0.8176,0
consuls son,"[""A ill famed counterfeiter known for his ability to create bastard passports and visas finds himself the aim of a yardbird man ' s ruse.""]",teen,"['comedy', 'thriller']",-0.3818,0
craft,"['At a Catholic school, a new girl fall in with a ingroup of teen witches who wield their power against anyone who cover them, even their parents.']",adult,"['horror', 'thriller']",0.0,0
crying game,"['individual retirement account terrorist Fergus bond with his prisoner, Jody. Jody tells Fergus of his lady friend, Dil, with whom Fergus later falls in erotic love.']",adult,['thriller'],-0.6124,1
departed,['Two rookie Capital of massachusetts cops are sent cryptical undercover – i inside the gang of a charismatic Irish mob political boss and the other double - crossing his ain department.'],adult,"['drama', 'thriller']",0.0,0
detained,['Five high school scholar serving Saturday hold in a former corrections facility must feel a agency to outsmart an unseen menace out to defeat them.'],teen,"['horror', 'thriller']",-0.886,1
devil inside,"[""At once spooky and grisly, this thriller succeed a woman ' s quest to notice the truth behind claims her mother killed three masses during an dispossession.""]",adult,"['horror', 'thriller']",-0.4019,1
diabolical,"['Terrorized by unexplained disturbances and horrific vision in her rest home, a young widowed mother turns to her scientist boyfriend for service.']",adult,"['horror', 'sci-fi', 'thriller']",-0.886,1
drowning,"[""Child psychologist Tom Seymour ' siemens testimonial helped convict a boy of murder. Geezerhood later, their path hybridisation again, raise uncomfortable question.""]",adult,['thriller'],-0.8074,1
endless,"['As nipper, they escaped a UFO demise cult. Now, two grownup brothers seek answers after an former videotape surfaces and institute them back to where they began.']",adult,"['sci-fi', 'thriller']",-0.5994,1
figurine,"['When a pair of ally discovers a mystic carving in an abandoned shrine, expert fortune represent bestowed upon them – until luck starts running verboten.']",teen,"['horror', 'thriller']",0.7184,0
frozen ground,"[""In this fact - based thriller, an Alaska department of state trooper pursuing a serial cause of death squad with a 17 - twelvemonth - old - prostitute world health organization escaped the predator ' s clutch.""]",adult,"['drama', 'thriller']",-0.5994,1
ghost who walks,"['Desperate to meet his girl, a yard bird cuts a deal by ratting out his sure enough boss. Costless and search for his family unit, he must parry a hit on his life.']",adult,"['drama', 'thriller']",-0.0516,0
girl with the dragon tattoo,"['When a young computer hacker is tasked with investigating a nosy diarist, their separate missions become entangled amid a decennary - erstwhile confederacy.']",adult,"['drama', 'thriller']",-0.5267,0
good neighbor,"['2 tech - understanding teens plot to fool a cranky older neighbor into believe his house be haunted, merely their cruel trick soon takes some unexpected turns.']",adult,"['drama', 'thriller']",-0.8481,0
haunting of molly hartley,"['A troubled teenage fille hopes to get going smart at a new school, but the horrifying truth about her past times is destined to watch upward with her.']",teen,"['horror', 'thriller']",-0.3716,0
incident,"['Two criminals subspecies blue a stairwell, a cop close behind. A quibble mob get down a road trip. Their journeys testament take far long than expect.']",adult,"['sci-fi', 'thriller']",-0.5719,0
intent,"['After burgeon criminal Gunz joins the increasingly red TIC crew, the gang finds itself grapple with threats from all slope.']",adult,"['drama', 'thriller']",-0.8779,1
invitation,"['A piece accept an invitation to a dinner party party hosted by his ex - wife, an unsettling social function that reopen onetime wounds and creates new tensions.']",adult,"['horror', 'thriller']",0.5267,0
keeping hours,"[""Days after the death of their alone baby and subsequent divorce, a mates discovers that their son ' s ghost continues to inhabit their former nursing home.""]",teen,"['drama', 'thriller']",-0.7351,1
last exorcism,"['Ready to expose his miraculous deeds as simple trickery, a notable evangelist invites a documentary crew to picture show his final dispossession.']",teen,"['horror', 'thriller']",-0.0516,0
lives of others,"[""As a occult police agent eavesdrop on a successful author in East Federal republic of germany in 1984, atomic number 2 becomes increasingly bewitch by the isle of man ' s life and politics.""]",adult,"['drama', 'thriller']",0.7845,0
lizzie borden chronicles,"['Exonerated in the execution of her begetter and stepmother, Lizzie Borden takes on criminal offense jehovah, tec and other opposition as she savors her new infamy.']",teen,"['drama', 'thriller']",-0.8555,1
pelican brief,"['When constabulary pupil Darby Shaw theorizes about the assassination of 2 Supreme Court justices, she is place in peril and flex to a reporter for help.']",teen,"['drama', 'thriller']",-0.2023,0
plan,"['After being institutionalise to a remote prison, ternary young man abide nether the watchful eye of their turnkey and make a meticulous plan to escape.']",adult,"['drama', 'thriller']",-0.7269,0
rainmaker,['A vernal lawyer and a scrappy paralegal work to help the parents of a terminally ill boy in their courting against an insurance troupe.'],teen,"['drama', 'thriller']",-0.0258,0
ring,"[""A reporter watches a video that purportedly set in motion the viewer ' s demise in heptad mean solar day. Tail end she unravel the mystery story before her own metre is up?""]",teen,"['horror', 'thriller']",-0.5994,1
roommate,"['While acclimate to campus life, college newbie Sara begins to realise that her new roommate, Rebekah, is become obsess with her.']",teen,['thriller'],-0.1779,0
rover,"[""Set in a chaotic futurity, this Outback saga follows loner Eric ' s brutish ordeal when a criminal gang takes his car and leave him nowhere with nil.""]",adult,['thriller'],-0.9186,0
score,"['Quick - to - retire safecracker Nick, flamboyant fence Max and talented merely volatile thief Jackie team upwards to overcharge the Montreal Customs House.']",adult,"['drama', 'thriller']",-0.8658,0
stanford prison experiment,"['Convey a study on the psychology of incarceration, a Stanford professor assigns guard and captive roles to xxiv male test case in a mock pokey.']",adult,"['drama', 'thriller']",-0.743,0
student,"['When a law professor run out an challenging student for academic dishonesty, helium goes to terrorize length to seek retaliation for more than just his grade.']",teen,['thriller'],-0.7783,0
talented mr ripley,"[""A charming sociopath maneuvers into the lush life of a new successor. But as helium embraces the posh lifestyle, he ' ll stop at zippo to hold onto it.""]",adult,"['drama', 'thriller']",-0.1027,0
trigger effect,"['When a magnate bankruptcy throws their suburban township into bedlam, Matthew and his married woman stoup to desperate measures to secure medicinal drug for their child.']",adult,['thriller'],-0.7845,0
trust,"['Discovering the location of a burial vault where a drug ring keeps information technology rich, deuce run - of - the - mill Las Vegas cops cover a dicey programme to heist it.']",adult,['thriller'],0.5267,0
vatican tapes,['A new woman hospitalized for an infected wound becomes possessed by a satanic force that bequeath postulate a priest and two Vatican exorcists to vote out.'],teen,"['horror', 'thriller']",-0.7351,0
witch files,"['A disparate radical of teenage girls discovers how to receive supernatural abilities, only abusing their newfound exponent has disturbing consequence.']",teen,"['horror', 'thriller']",-0.8381,0
wrong babysitter,"['A widow searches for her lacking teenage daughter, not knowing that her seemingly helpful neighbour is hide a frightful secret.']",teen,['thriller'],-0.5719,0
thumper,"['After move to a hardscrabble suburban California town, a young charwoman becomes dangerously entangle with a local drug go ahead.']",adult,"['drama', 'thriller']",-0.4588,0
tik tok,['A police officer and a psychologist learn of a sinister scourge at a highly anticipated association football couple and team upward in leslie townes hope of preventing cataclysm.'],teen,"['drama', 'thriller']",-0.8658,0
traitor,"[""An federal bureau of investigation agent assigned to pursue an ex - Exceptional Ops soldier world health organization bring together a terrorist organization begins to call into question his target ' s true intention.""]",teen,"['drama', 'thriller']",-0.4404,1
transcendence,['Two computer scientists work to achieve technical singularity to create a macrocosm where computers can pass the ability of the human brain.'],teen,"['sci-fi', 'thriller']",0.4767,0
trash,"['Triad poor Brazilian teens bump something suspicious in a garbage heap, then cease upwardly on the running play from the law as they try to set things right.']",adult,"['drama', 'thriller']",-0.6808,0
trip to bhangarh asias most haunted place,"['To divert themselves, six college friends decide to pay a sojourn to a fort believe by some to follow the most haunted place in Asia.']",adult,['thriller'],0.2516,0
twinsanity,"['When a yoga enthusiast start to pull off from her identical gemini sis and business spouse, their lifelong bond turns deadly.']",adult,"['horror', 'thriller']",0.3612,0
two graves,"['A doctor and a drug addict kidnap the son of a local gangster, seeking retaliation for the expiry of a loved peerless.']",adult,['thriller'],-0.5267,1
unruly friends,['A young woman strike that inherited and psychological hurt can personify difficult to leave tush.'],teen,['thriller'],-0.7096,0
vincent n roxxy,"['In rural Louisiana, a terse loner spirt a saving bail with a charwoman he salvage from a slayer, but a violent past presently catches up with both of them.']",adult,"['drama', 'thriller']",-0.8294,1
vodka diaries,"['While look into a serial of murders and the nightclub that links them, a detective ’ s pillowcase takes an alarming turning when his married woman goes miss.']",teen,"['drama', 'thriller']",-0.7717,1
walking out,"['A suburban adolescent goes hunt with his estranged father. When a mischance with a bear occurs, he must his use his selection skills to pull through them both.']",teen,"['drama', 'thriller']",0.4939,1
we belong together,['A divorced professor shares a nighttime of passion with a troubled scholar who promptly develops an unhealthful – mayhap madly – infatuation.'],teen,['thriller'],-0.1531,0
what lies beneath,"[""When Claire Herbert spencer starts hear ghostly voices and seeing spooky images, her married man tries to reassure her by tell her it ' s all in her head.""]",teen,"['horror', 'thriller']",0.34,0
what still remains,"['Clamber to come through alone post - apocalypse, a young woman is offered protection by an nameless homo, but his greenwich village may not cost the haven she imagines.']",teen,"['drama', 'thriller']",-0.34,0
white chamber,"[""When a civic war ravage the UK, a scientist awakens in a futuristic cell and be tortured by her capturer for selective information she claim she doesn ' t possess.""]",adult,"['sci-fi', 'thriller']",-0.8176,1
white island,"[""Returning to Ibiza after respective years walking the straight and narrow in Greater london, Connor falls back in with a felonious crowd. Information technology ' s alike he ne'er left.""]",adult,"['comedy', 'thriller']",0.0,0
winter sun,"['Years after ruthless man of affairs kill his father and orderliness the death of his counterpart buddy, a modest fisher sweep up a new persona to demand retaliation.']",adult,"['drama', 'thriller']",-0.9062,1
would you rather,"['In pauperization of john cash to serve her disgusted brother, a young woman harmonise to occupy part in a lethal winner - takes - all parlor game host by a sadistic millionaire.']",adult,"['horror', 'thriller']",0.0516,0
zinzana,"[""Recover alcoholic Talal waken improving inside a small - town police force station cell, where he ' s subject to the mind game of a psychotic sadist.""]",adult,"['drama', 'thriller']",0.0,0
zodiac,"[""A political cartoonist, a crime reporter and a pair of copper investigate San Francisco ' entropy infamous Zodiac Killer in this thriller base on a unfeigned account.""]",adult,"['drama', 'thriller']",-0.6808,1
midnight mass,"['The arrival of a charismatic young priest bring resplendent miracles, ill mysteries and renewed religious fervor to a pass township desperate to think.']",adult,"['drama', 'horror']",0.128,0
dark skies,"['A family ’ s idyllic suburban life shatters when an alien force out intrude on their home, and as they fight to convince others of the deadly threat.']",teen,"['horror', 'sci-fi']",-0.5719,0
jaws 2,"['Quaternion years after the last deadly shark attack, law headman Martin Brody fight to protect Cordiality Island from another killer great blanched.']",child,"['drama', 'horror', 'thriller']",-0.4939,1
jaws 3,"['After the faculty of a marine theme park try to capture a young great clean shark, they discover information technology mother has invaded the enclosure and exist out for rakehell.']",child,"['action', 'horror', 'thriller']",0.6249,1
jaws the revenge,"['After another deadly shark onrush, Ellen Brody make had decent of Cordiality Island and moves to the Caribbean – but a great blank shark follows her there.']",teen,"['action', 'horror', 'thriller']",0.6808,1
krishna cottage,['True love embody put to the test when another fair sex comes between a twosome of adept - cover young lover in this thriller.'],teen,"['action', 'horror']",0.8957,0
ragini mms,['A yoke out to have a sensuous weekend at a house external of Bombay chance it rigged with surveillance camera and occupied by an evil entity.'],adult,['horror'],-0.7845,0
ragini mms 2,"[""The horror stay when Ragini ' randomness video goes viral and a sleazy director decide to realize a movie about the incident in the original house.""]",adult,['horror'],-0.34,0
old ways,"[""A newsperson confabulate her birthplace in Veracruz for a taradiddle astir tribal culture, only to be snatch by locals who believe she ' s demonically possess.""]",adult,['horror'],0.0,0
boomika,"['Extrasensory body process at a lush, abandon property alarms a group eager to redevelop the site, just the eerie events may not be as uncanny as they consider.']",teen,"['horror', 'thriller']",-0.6187,0
brand new cherry flavor,"[""A filmmaker head to Hollywood in the former ' 90s to lay down her movie just tumbles down a hallucinatory coney hole of sexuality, magic, revenge — and kitty.""]",adult,"['drama', 'horror']",-0.6808,0
swarm,"['A single mother stock locusts equally high - protein food, merely has trouble getting them to reproduce — until she get they hold a taste for blood.']",teen,['horror'],-0.5499,1
aftermath,"[""Desperate to bring through their man and wife, a vernal couple takes a pot and movement into their dreaming home, merely disturbing effect reveal the house ' s troubled history.""]",adult,['horror'],-0.8176,0
deep blue sea,"[""Scientists conduct research on shark in hunt of an Alzheimer ' s cure. But a unsafe shortcut leads to immense shark with near - human intelligence.""]",adult,"['action', 'horror', 'sci-fi']",0.4497,0
haunting in connecticut 2 ghosts of georgia,"[""A couple ' mho Georgia dream home becomes a life nightmare when their daughter get to birth frightening vision from the dimension ' due south terrible past.""]",adult,['horror'],-0.5267,0
blood red sky,"['When a grouping of terrorists hijacks an overnight transatlantic flight of stairs, a enigmatically ill cleaning woman must loose a grievous secret to protect her young word.']",adult,"['action', 'horror']",-0.6486,1
kingdom ashin of the north,"['Tragedy, betrayal and a mysterious discovery fuel a woman \' s retribution for the loss of her kin and phratry in this special installment of "" Kingdom. ""']",adult,"['horror', 'thriller']",-0.8113,0
fear street part 3 1666,"['Thrusting back to 1666, Deena learns the truth about Sarah Fier. Cover in 1994, the ally fight for their lives — and Shadyside ’ s futurity.']",adult,['horror'],0.4215,1
classic horror story,"['In this macabre suspense pic, stranger traveling in southern Italian republic become stranded in the woods, where they moldiness fight desperately to get proscribed alert.']",adult,['horror'],-0.3818,1
fear street part 2 1978,"[""In the cursed township of Shadyside, a cause of death ' s murder spree terrorizes Camp Nightwing and turn a summertime of playfulness into a gruesome fight for survival.""]",adult,['horror'],-0.8442,1
resident evil infinite darkness,"['Years after the horrors of Raccoon City, Leon and Claire discover themselves ware by a grim conspiracy when a viral attack ravages the White Menage.']",adult,"['horror', 'thriller']",-0.8807,1
scream,"['In this modern TV serial subsequence to the classic horror franchise, a cyberbullying incident in Lakewood leads to a murder with chill reverberation of the past.']",adult,['horror'],-0.8591,1
fear street part 1 1994,"[""After a series of roughshod slayings, a teenager and her quaker take on an evil force that ' s molest their infamous town for one c. Welcome to Shadyside.""]",adult,['horror'],-0.743,0
8th night,"[""With appeal beads in one paw and an ax in the early, a monk hunt down in the mouth a millennia - previous spirit that ' s possessing human race and unleash hell on Earth.""]",teen,"['horror', 'thriller']",-0.1779,0
winchester,"[""The inheritrix to a immense firearms fortune constructs a mansion with a maze - like interior to ward away the hard drink of those killed by her family ' s product.""]",teen,"['horror', 'sci-fi']",-0.6705,1
pet sematary 2,"['When Following and his son, Jeff, motion to a different town, Jeff befriend an pariah name Drew, and the two discover a strange Amerindic burial soil.']",adult,['horror'],-0.2023,0
strangers,"['A quiet stay at a distant holiday home spiral into terror for a couple when they come in nether tone beginning by three masked, inscrutable, homicidal interloper.']",adult,"['horror', 'thriller']",-0.8934,1
underworld,['A vampire warrior begins to question her mission in the ancient war between the undead and werewolves when she falls for a human nether her protection.'],adult,"['action', 'horror', 'sci-fi']",-0.5994,1
underworld awakening,"['As the war between vampires and Lycans rages on, Selene wake from a prolonged, strained cryogenic rest to present a harrowing new foeman: human being.']",adult,"['action', 'horror', 'sci-fi']",-0.926,1
underworld rise of the lycans,"['Set in the year 1402, this prequel keep up Lucian, the inaugural werewolf to accept human strain, and chronicles the feud between the vampires and the Lycans.']",adult,"['action', 'horror', 'sci-fi']",-0.34,0
seventh day,['An inexperienced priest teams upward with a hardened exorciser to stop the satanic will power of a untried male child. But darkness lies where they least expect it.'],adult,['horror'],-0.7783,0
black summer,"[""In the dark, early days of a zombie apocalypse, consummate strangers ring unitedly to find the posture they need to live on and get under one's skin backwards to love unity.""]",adult,"['action', 'drama', 'horror']",0.7964,0
devil below,"['When a team of researchers tries to rule proscribed what started a fire in a ember mine, they quickly discover that the tragedy be anything just natural.']",adult,['horror'],0.0,0
trese,"['In Manila, where dark supernatural forces permeate the criminal underworld, it ’ s up to Alexandra Trese to keep the peace — but there ’ s a tempest brewing.']",adult,['horror'],0.0129,0
haunted house 2,"['Grieve after a disaster, Malcolm taste to start fresh with his new girlfriend and her kids — but supernatural mischievousness feel their fashion back to him.']",adult,"['comedy', 'horror']",-0.4939,0
hostel part iii,"['In this installation in the popular horror dealership, a bachelor at arms party in La Lope de vega sprain into a hellish bloodletting for all postulate.']",adult,['horror'],-0.5267,1
